	pmid	refid1	refid2	reltype	concept_pair	user_count	evtype	relation_count	test_completions	true_responses	response_ratio	refid1_type	refid2_type	broad_rel	cp_broken	no_rel	spec_rel	total_pmids
356	16937455	D007501	D007645	c_d	D007501_x_D007645	16	drug has no relation to disease	7	0.0	16	0.4375	c	d					
359	16938764	8086	D000303	g_d	8086_x_D000303	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d					
362	16938764	8086	D004402	g_d	8086_x_D004402	15	gene has no relation to disease	9	0.0	15	0.6	g	d					
364	16938764	8086	D008107	g_d	8086_x_D008107	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d					
369	16964526	D014614	D001927	c_d	D014614_x_D001927	15	c_1_broken	12	0.0	15	0.8	c	d					
370	16964526	D015032	D001927	c_d	D015032_x_D001927	15	c_1_broken	7	0.0	15	0.4666666666666667	c	d					
376	16970037	8086	D009133	g_d	8086_x_D009133	25	gene mutation is/may be associated with disease	21	1.0	24	0.875	g	d					
377	16970037	8086	D009386	g_d	8086_x_D009386	15	c_2_broken	9	0.0	15	0.6	g	d					
381	16970037	8086	D018754	g_d	8086_x_D018754	25	gene mutation is/may be associated with disease	19	1.0	24	0.7916666666666666	g	d					
383	16970037	8086	D020361	g_d	8086_x_D020361	27	gene mutation is/may be associated with disease	21	0.0	27	0.7777777777777778	g	d					
384	16970037	8086	D025063	g_d	8086_x_D025063	25	gene mutation is/may be associated with disease	17	1.0	24	0.7083333333333334	g	d					
386	16980445	D000431	D012769	c_d	D000431_x_D012769	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
387	16980445	D006861	D012769	c_d	D006861_x_D012769	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
388	16980445	D012965	D012769	c_d	D012965_x_D012769	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
389	16980445	D013395	D012769	c_d	D013395_x_D012769	16	c_1_broken	14	0.0	16	0.875	c	d					
391	17049852	C013059	D018981	c_d	C013059_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
393	17049852	C119435	D018981	c_d	C119435_x_D018981	15	c_1_broken	7	0.0	15	0.4666666666666667	c	d					
394	17049852	D000949	D018981	c_d	D000949_x_D018981	15	c_1_broken	12	0.0	15	0.8	c	d					
395	17049852	D010710	D018981	c_d	D010710_x_D018981	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
396	17197096	C013059	D018981	c_d	C013059_x_D018981	15	c_1_broken	12	0.0	15	0.8	c	d					
397	17197096	C039522	D018981	c_d	C039522_x_D018981	15	c_1_broken	12	0.0	15	0.8	c	d					
398	17197096	D009844	D018981	c_d	D009844_x_D018981	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
400	17255094	C027576	D000544	c_d	C027576_x_D000544	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
403	17520685	C012877	D018981	c_d	C012877_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
404	17523137	C018824	D018981	c_d	C018824_x_D018981	16	c_1_broken	16	0.0	16	1.0	c	d					
407	17523137	C068126	D018981	c_d	C068126_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d					
408	17523137	C078798	D018981	c_d	C078798_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d					
411	17716641	C077052	D018981	c_d	C077052_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
412	17716641	D009844	D018981	c_d	D009844_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
413	17853535	D004298	D010300	c_d	D004298_x_D010300	15	c_1_broken	8	0.0	15	0.5333333333333333	c	d					
414	17880786	5443	202200	g_d	5443_x_202200	15	c_1_broken	6	0.0	15	0.4	g	d					
416	17880786	8086	202200	g_d	8086_x_202200	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d					
422	17880786	8086	D015161	g_d	8086_x_D015161	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d					
423	17880786	8086	D025063	g_d	8086_x_D025063	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d					
429	17911039	8086	D009386	g_d	8086_x_D009386	15	gene mutation is/may be associated with disease	8	0.0	15	0.5333333333333333	g	d					
430	17911039	8086	D025063	g_d	8086_x_D025063	15	gene mutation is/may be associated with disease	13	1.0	14	0.9285714285714286	g	d					
432	17986439	D009844	D011471	c_d	D009844_x_D011471	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
433	18171607	C060487	D002908	c_d	C060487_x_D002908	15	c_1_broken	12	0.0	15	0.8	c	d					
434	18171607	C545158	D002908	c_d	C545158_x_D002908	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
435	18171607	D015032	D002908	c_d	D015032_x_D002908	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
436	18172684	16414	D000309	c_d	16414_x_D000309	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
437	18172684	8086	16414	g_c	8086_x_16414	16	c_2_broken	12	0.0	16	0.75	g	c					
442	18172684	8086	D025063	g_d	8086_x_D025063	16	gene mutation is/may be associated with disease	15	0.0	16	0.9375	g	d					
448	18175081	8086	D001480	g_d	8086_x_D001480	17	gene has no relation to disease	11	0.0	17	0.6470588235294118	g	d					
449	18175081	8086	D003680	g_d	8086_x_D003680	17	gene has no relation to disease	8	0.0	17	0.4705882352941176	g	d					
453	18175081	8086	D009896	g_d	8086_x_D009896	17	gene mutation is/may be associated with disease	10	0.0	17	0.5882352941176471	g	d					
454	18175081	8086	D015417	g_d	8086_x_D015417	17	gene mutation is/may be associated with disease	8	0.0	17	0.4705882352941176	g	d					
455	18175081	8086	D016472	g_d	8086_x_D016472	16	gene has no relation to disease	9	0.0	16	0.5625	g	d					
456	18175081	8086	D025063	g_d	8086_x_D025063	17	gene mutation is/may be associated with disease	12	0.0	17	0.7058823529411765	g	d					
458	18258197	C047192	D064420	c_d	C047192_x_D064420	16	c_1_broken	16	0.0	16	1.0	c	d					
459	18258197	D003035	D064420	c_d	D003035_x_D064420	15	c_1_broken	15	0.0	15	1.0	c	d					
460	18269265	D000596	D018981	c_d	D000596_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
461	18269265	D005643	D018981	c_d	D005643_x_D018981	15	c_1_broken	12	0.0	15	0.8	c	d					
462	18269265	D009844	D018981	c_d	D009844_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d					
463	18304576	C027576	D000544	c_d	C027576_x_D000544	15	c_1_broken	8	0.0	15	0.5333333333333333	c	d					
465	18304576	D016229	D000544	c_d	D016229_x_D000544	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
466	18579727	C084077	D012892	c_d	C084077_x_D012892	15	c_1_broken	12	0.0	15	0.8	c	d					
467	18579727	D001729	D029424	c_d	D001729_x_D029424	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
468	18615337	8086	205100	g_d	8086_x_205100	19	gene has no relation to disease	13	0.0	19	0.6842105263157895	g	d					
472	18615337	8086	C565957	g_d	8086_x_C565957	15	gene has no relation to disease	8	0.0	15	0.5333333333333333	g	d					
475	18615337	8086	D009133	g_d	8086_x_D009133	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d					
476	18615337	8086	D009134	g_d	8086_x_D009134	18	gene has no relation to disease	10	0.0	18	0.5555555555555556	g	d					
483	18628786	8086	D010523	g_d	8086_x_D010523	16	gene mutation is/may be associated with disease	15	0.0	16	0.9375	g	d					
484	18642944	D009844	D010051	c_d	D009844_x_D010051	15	c_1_broken	13	1.0	14	0.9285714285714286	c	d					
486	18712764	D011134	D005633	c_d	D011134_x_D005633	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
487	18773310	D003035	D010300	c_d	D003035_x_D010300	16	c_1_broken	13	0.0	16	0.8125	c	d					
488	18773310	D006540	D010300	c_d	D006540_x_D010300	15	c_1_broken	7	0.0	15	0.4666666666666667	c	d					
494	19078797	8086	D000690	g_d	8086_x_D000690	15	gene mutation is/may be associated with disease	7	0.0	15	0.4666666666666667	g	d					
496	19078797	8086	D009896	g_d	8086_x_D009896	17	gene mutation is/may be associated with disease	13	0.0	17	0.7647058823529411	g	d					
497	19078797	8086	D025063	g_d	8086_x_D025063	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d					
499	19101627	D006493	C535740	c_d	D006493_x_C535740	15	drug (may) treat(s) disease	13	0.0	15	0.8666666666666667	c	d					
500	19101627	D006493	C538273	c_d	D006493_x_C538273	15	drug (may) treat(s) disease	14	0.0	15	0.9333333333333332	c	d					
501	19101627	D006493	C566029	c_d	D006493_x_C566029	16	drug (may) treat(s) disease	12	0.0	16	0.75	c	d					
502	19101627	D006493	D006946	c_d	D006493_x_D006946	15	drug (may) treat(s) disease	7	0.0	15	0.4666666666666667	c	d					
503	19101627	D006493	D008107	c_d	D006493_x_D008107	15	drug (may) treat(s) disease	9	0.0	15	0.6	c	d					
505	19114101	C014088	D058494	c_d	C014088_x_D058494	15	c_1_broken	12	0.0	15	0.8	c	d					
506	19114101	C412896	D058494	c_d	C412896_x_D058494	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
507	19114101	D003401	D058494	c_d	D003401_x_D058494	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
509	19172509	668	C536480	g_d	668_x_C536480	24	c_1_broken	17	1.0	23	0.7391304347826086	g	d					
510	19172511	8086	C535922	g_d	8086_x_C535922	20	gene mutation is/may be associated with disease	15	0.0	20	0.75	g	d					
516	19172511	8086	D009384	g_d	8086_x_D009384	22	c_2_broken	12	0.0	22	0.5454545454545454	g	d					
519	19172511	8086	D009711	g_c	8086_x_D009711	21	c_2_broken	16	0.0	21	0.7619047619047619	g	c					
520	19172511	8086	D009896	g_d	8086_x_D009896	21	gene mutation is/may be associated with disease	18	1.0	20	0.9	g	d					
521	19172511	8086	D020734	g_d	8086_x_D020734	21	gene mutation is/may be associated with disease	14	1.0	20	0.7	g	d					
522	19172511	D009711	D009384	c_d	D009711_x_D009384	16	c_1_broken	10	0.0	16	0.625	c	d					
523	19251655	C047902	D006069	c_d	C047902_x_D006069	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
524	19251655	C061951	D006069	c_d	C061951_x_D006069	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
525	19251655	D000596	D006069	c_d	D000596_x_D006069	15	c_1_broken	12	0.0	15	0.8	c	d					
527	19322026	8086	D006527	g_d	8086_x_D006527	18	c_2_broken	13	2.0	16	0.8125	g	d					
528	19322026	8086	D010900	g_d	8086_x_D010900	15	c_2_broken	11	2.0	13	0.8461538461538461	g	d					
529	19322026	8086	D020022	g_d	8086_x_D020022	15	gene mutation is/may be associated with disease	9	2.0	13	0.6923076923076923	g	d					
531	19346129	D000109	D002493	c_d	D000109_x_D002493	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
533	19583945	D005947	D003920	c_d	D005947_x_D003920	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
535	19608465	C519074	D018981	c_d	C519074_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
536	19608465	C519691	D018981	c_d	C519691_x_D018981	15	c_1_broken	12	0.0	15	0.8	c	d					
537	19651599	C509690	D018981	c_d	C509690_x_D018981	15	c_1_broken	12	0.0	15	0.8	c	d					
538	19729382	C013059	C567437	c_d	C013059_x_C567437	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
539	19880638	D007501	D064420	c_d	D007501_x_D064420	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
540	19996411	C016467	D010538	c_d	C016467_x_D010538	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
541	19996411	C032233	D010538	c_d	C032233_x_D010538	15	c_1_broken	15	0.0	15	1.0	c	d					
542	19996411	D013864	D010538	c_d	D013864_x_D010538	15	c_1_broken	12	0.0	15	0.8	c	d					
545	20051279	5443	D003929	g_d	5443_x_D003929	15	gene has no relation to disease	5	0.0	15	0.3333333333333333	g	d					
547	20051279	5443	D020361	g_d	5443_x_D020361	15	gene mutation is/may be associated with disease	5	0.0	15	0.3333333333333333	g	d					
550	20051279	8086	C537301	g_d	8086_x_C537301	16	gene mutation is/may be associated with disease	11	0.0	16	0.6875	g	d					
552	20051279	8086	D003929	g_d	8086_x_D003929	16	gene mutation is/may be associated with disease	11	1.0	15	0.7333333333333333	g	d					
554	20051279	8086	D020361	g_d	8086_x_D020361	16	gene mutation is/may be associated with disease	13	1.0	15	0.8666666666666667	g	d					
555	20051279	8086	D025063	g_d	8086_x_D025063	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d					
556	20186922	C498978	D019636	c_d	C498978_x_D019636	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
557	20186922	C544092	D019636	c_d	C544092_x_D019636	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
558	20186922	D010100	D019636	c_d	D010100_x_D019636	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
563	20200814	5443	D020361	g_d	5443_x_D020361	15	gene has no relation to disease	7	0.0	15	0.4666666666666667	g	d					
564	20200814	5443	D025063	g_d	5443_x_D025063	15	gene mutation is/may be associated with disease	5	0.0	15	0.3333333333333333	g	d					
567	20200814	8086	C538339	g_d	8086_x_C538339	15	c_2_broken	14	0.0	15	0.9333333333333332	g	d					
572	20200814	8086	D020361	g_d	8086_x_D020361	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d					
573	20200814	8086	D025063	g_d	8086_x_D025063	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d					
574	20447614	4072	613217	g_d	4072_x_613217	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d					
575	20447614	4072	C536009	g_d	4072_x_C536009	15	gene has no relation to disease	7	0.0	15	0.4666666666666667	g	d					
576	20447614	4072	C537470	g_d	4072_x_C537470	15	gene has no relation to disease	8	0.0	15	0.5333333333333333	g	d					
577	20447614	4072	C562827	g_d	4072_x_C562827	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d					
580	20447614	4072	D003231	g_d	4072_x_D003231	15	gene mutation is/may be associated with disease	9	0.0	15	0.6	g	d					
581	20447614	4072	D003967	g_d	4072_x_D003967	22	gene mutation is/may be associated with disease	17	0.0	22	0.7727272727272727	g	d					
582	20447614	4072	D005355	g_d	4072_x_D005355	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d					
583	20447614	4072	D005767	g_d	4072_x_D005767	15	gene mutation is/may be associated with disease	8	0.0	15	0.5333333333333333	g	d					
584	20447614	4072	D006940	g_d	4072_x_D006940	15	gene mutation is/may be associated with disease	8	0.0	15	0.5333333333333333	g	d					
585	20447614	4072	D006965	g_d	4072_x_D006965	15	gene mutation is/may be associated with disease	6	0.0	15	0.4	g	d					
586	20447614	4072	D007634	g_d	4072_x_D007634	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d					
587	20447614	4072	D010241	g_d	4072_x_D010241	15	gene has no relation to disease	8	0.0	15	0.5333333333333333	g	d					
588	20499090	5443	256600	g_d	5443_x_256600	15	gene mutation is/may be associated with disease	6	0.0	15	0.4	g	d					
590	20499090	5443	D013958	g_d	5443_x_D013958	17	c_1_broken	6	0.0	17	0.35294117647058826	g	d					
591	20499090	5443	D020361	g_d	5443_x_D020361	15	gene has no relation to disease	5	0.0	15	0.3333333333333333	g	d					
592	20499090	8086	256600	g_d	8086_x_256600	16	gene mutation is/may be associated with disease	13	0.0	16	0.8125	g	d					
597	20499090	8086	D013958	g_d	8086_x_D013958	16	gene mutation is/may be associated with disease	13	0.0	16	0.8125	g	d					
598	20499090	8086	D020361	g_d	8086_x_D020361	16	gene mutation is/may be associated with disease	15	0.0	16	0.9375	g	d					
599	20499090	8086	D025063	g_d	8086_x_D025063	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d					
600	20499090	8086	D054990	g_d	8086_x_D054990	15	c_2_broken	14	0.0	15	0.9333333333333332	g	d					
601	20523973	D012964	D018981	c_d	D012964_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
602	20631728	C013059	D012878	c_d	C013059_x_D012878	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
603	20631728	C443716	D012878	c_d	C443716_x_D012878	16	c_1_broken	13	0.0	16	0.8125	c	d					
604	20631728	D051183	D012878	c_d	D051183_x_D012878	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
605	20926387	D006150	D012769	c_d	D006150_x_D012769	15	c_1_broken	12	0.0	15	0.8	c	d					
609	20931227	8086	C537050	g_d	8086_x_C537050	16	gene mutation is/may be associated with disease	15	0.0	16	0.9375	g	d					
614	20931227	8086	D002607	g_d	8086_x_D002607	15	gene has no relation to disease	13	0.0	15	0.8666666666666667	g	d					
615	20931227	8086	D002658	g_d	8086_x_D002658	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d					
616	20931227	8086	D003711	g_d	8086_x_D003711	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d					
617	20931227	8086	D009386	g_d	8086_x_D009386	15	c_2_broken	7	0.0	15	0.4666666666666667	g	d					
620	20931227	8086	D011115	g_d	8086_x_D011115	16	gene has no relation to disease	12	0.0	16	0.75	g	d					
622	20931227	8086	D013958	g_d	8086_x_D013958	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d					
623	20931227	8086	D020233	g_d	8086_x_D020233	16	gene mutation is/may be associated with disease	12	0.0	16	0.75	g	d					
624	20931227	8086	D048089	g_d	8086_x_D048089	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d					
625	20938724	C057651	D052016	c_d	C057651_x_D052016	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
627	21029306	C034856	D003920	c_d	C034856_x_D003920	15	c_1_broken	12	0.0	15	0.8	c	d					
629	21074897	C059514	D009410	c_d	C059514_x_D009410	16	drug (may) prevent(s) disease	11	1.0	15	0.7333333333333333	c	d					
630	21074897	C059514	D017096	c_d	C059514_x_D017096	15	drug (may) treat(s) disease	10	0.0	15	0.6666666666666666	c	d					
631	21074897	C077829	D009410	c_d	C077829_x_D009410	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
632	21074897	C077829	D017096	c_d	C077829_x_D017096	15	c_1_broken	8	1.0	14	0.5714285714285714	c	d					
633	21315133	C002968	D018981	c_d	C002968_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
634	21315133	C013059	D018981	c_d	C013059_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d					
635	21315133	C018439	D018981	c_d	C018439_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
636	21315133	C038433	D018981	c_d	C038433_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d					
637	21315133	D004286	D018981	c_d	D004286_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d					
638	21315133	D009844	D018981	c_d	D009844_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d					
639	21460210	C457213	D058494	c_d	C457213_x_D058494	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
640	21494549	C046669	D003920	c_d	C046669_x_D003920	16	c_1_broken	13	0.0	16	0.8125	c	d					
641	21494549	C097320	D003920	c_d	C097320_x_D003920	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
642	21494549	D000117	D003920	c_d	D000117_x_D003920	15	c_1_broken	8	0.0	15	0.5333333333333333	c	d					
643	21494549	D005944	D003920	c_d	D005944_x_D003920	15	drug (may) exacerbate(s) disease	5	0.0	15	0.3333333333333333	c	d					
644	21494549	D005947	D003920	c_d	D005947_x_D003920	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
645	21494549	D006595	D003920	c_d	D006595_x_D003920	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
646	21494549	D014530	D003920	c_d	D014530_x_D003920	15	c_1_broken	9	0.0	15	0.6	c	d					
648	21494549	D019344	D003920	c_d	D019344_x_D003920	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
654	21565631	8086	D020022	g_d	8086_x_D020022	15	gene mutation is/may be associated with disease	11	1.0	14	0.7857142857142857	g	d					
655	21565631	8086	D025063	g_d	8086_x_D025063	15	gene mutation is/may be associated with disease	12	1.0	14	0.8571428571428571	g	d					
657	21615270	C000593135	D019636	c_d	C000593135_x_D019636	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
658	21615270	D005978	D012735	c_d	D005978_x_D012735	15	c_2_broken	7	0.0	15	0.4666666666666667	c	d					
659	21615270	D005978	D019636	c_d	D005978_x_D019636	15	c_1_broken	6	0.0	15	0.4	c	d					
663	21656342	8086	260300	g_d	8086_x_260300	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d					
666	21656342	8086	C538104	g_d	8086_x_C538104	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d					
669	21656342	8086	D002526	g_d	8086_x_D002526	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d					
670	21656342	8086	D003072	g_d	8086_x_D003072	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d					
671	21656342	8086	D004194	g_d	8086_x_D004194	15	gene mutation is/may be associated with disease	14	1.0	14	1.0	g	d					
672	21656342	8086	D004700	g_d	8086_x_D004700	16	c_2_broken	6	1.0	15	0.4	g	d					
674	21656342	8086	D004941	g_d	8086_x_D004941	16	gene mutation is/may be associated with disease	16	0.0	16	1.0	g	d					
676	21656342	8086	D010523	g_d	8086_x_D010523	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d					
684	21686524	8086	D005221	g_d	8086_x_D005221	15	gene mutation is/may be associated with disease	8	0.0	15	0.5333333333333333	g	d					
685	21686524	8086	D017495	g_d	8086_x_D017495	15	gene mutation is/may be associated with disease	9	1.0	14	0.6428571428571429	g	d					
686	21686524	8086	D018382	g_d	8086_x_D018382	15	gene mutation is/may be associated with disease	14	1.0	14	1.0	g	d					
689	21732316	C014088	D000544	c_d	C014088_x_D000544	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
690	21737679	C027693	D007239	c_d	C027693_x_D007239	15	c_1_broken	12	0.0	15	0.8	c	d					
691	21737679	C107241	D007239	c_d	C107241_x_D007239	16	c_1_broken	14	0.0	16	0.875	c	d					
693	21737679	D009844	D007239	c_d	D009844_x_D007239	15	c_1_broken	12	0.0	15	0.8	c	d					
694	21737679	D010695	D007239	c_d	D010695_x_D007239	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
695	21739997	D011188	C531617	c_d	D011188_x_C531617	16	c_1_broken	13	0.0	16	0.8125	c	d					
696	21739997	D013481	C565957	c_d	D013481_x_C565957	15	c_1_broken	12	0.0	15	0.8	c	d					
700	21744492	8086	C563939	g_d	8086_x_C563939	15	gene mutation is/may be associated with disease	6	0.0	15	0.4	g	d					
701	21744492	8086	C564052	g_d	8086_x_C564052	15	c_2_broken	8	0.0	15	0.5333333333333333	g	d					
702	21744492	8086	D003072	g_d	8086_x_D003072	15	gene mutation is/may be associated with disease	6	0.0	15	0.4	g	d					
704	21744492	8086	D008607	g_d	8086_x_D008607	15	gene has no relation to disease	10	1.0	14	0.7142857142857143	g	d					
705	21744492	8086	D020361	g_d	8086_x_D020361	15	gene has no relation to disease	7	1.0	14	0.5	g	d					
706	21744492	8086	D038901	g_d	8086_x_D038901	15	gene has no relation to disease	8	1.0	14	0.5714285714285714	g	d					
707	21744492	8086	D060825	g_d	8086_x_D060825	15	gene has no relation to disease	6	1.0	14	0.42857142857142855	g	d					
708	21804002	C049714	D014406	c_d	C049714_x_D014406	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
709	21804002	C075238	D014406	c_d	C075238_x_D014406	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
710	21804002	D009844	D014406	c_d	D009844_x_D014406	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
711	21804002	D010710	D014406	c_d	D010710_x_D014406	15	c_1_broken	15	0.0	15	1.0	c	d					
712	21823215	D002395	D066126	c_d	D002395_x_D066126	15	drug (may) cause(s) disease	4	0.0	15	0.26666666666666666	c	d					
713	21823215	D007545	D066126	c_d	D007545_x_D066126	15	drug (may) cause(s) disease	5	0.0	15	0.3333333333333333	c	d					
714	21852685	C121358	D005355	c_d	C121358_x_D005355	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
715	21967333	D000596	D009369	c_d	D000596_x_D009369	15	c_1_broken	11	1.0	14	0.7857142857142857	c	d					
716	21981382	D000496	D024801	c_d	D000496_x_D024801	15	c_1_broken	6	0.0	15	0.4	c	d					
719	22000320	8086	C536450	g_d	8086_x_C536450	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d					
724	22000320	8086	D009135	g_d	8086_x_D009135	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d					
725	22000320	8086	D009386	g_d	8086_x_D009386	15	c_2_broken	7	0.0	15	0.4666666666666667	g	d					
728	22000320	8086	D016472	g_d	8086_x_D016472	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d					
729	22000320	8086	D019578	g_d	8086_x_D019578	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d					
730	22000320	8086	D020269	g_d	8086_x_D020269	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d					
731	22000320	8086	D056587	g_d	8086_x_D056587	16	gene mutation is/may be associated with disease	11	0.0	16	0.6875	g	d					
732	22003057	C415129	D057165	c_d	C415129_x_D057165	15	c_1_broken	12	0.0	15	0.8	c	d					
733	22003057	D000255	D057165	c_d	D000255_x_D057165	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
735	22045558	C014088	D000544	c_d	C014088_x_D000544	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
736	22126980	D000431	D017098	c_d	D000431_x_D017098	15	c_1_broken	9	0.0	15	0.6	c	d					
737	22223164	D005947	D000860	c_d	D005947_x_D000860	15	c_1_broken	9	0.0	15	0.6	c	d					
738	22223164	D010100	D000860	c_d	D010100_x_D000860	15	c_1_broken	12	0.0	15	0.8	c	d					
739	22223164	D014614	D000860	c_d	D014614_x_D000860	15	c_1_broken	12	0.0	15	0.8	c	d					
740	22370090	C060915	D000544	c_d	C060915_x_D000544	15	c_1_broken	15	0.0	15	1.0	c	d					
741	22370090	C434743	D000544	c_d	C434743_x_D000544	16	c_1_broken	16	0.0	16	1.0	c	d					
742	22370090	C508300	D000544	c_d	C508300_x_D000544	15	c_1_broken	15	0.0	15	1.0	c	d					
743	22370090	D007854	D000544	c_d	D007854_x_D000544	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
744	22450329	D014614	D009436	c_d	D014614_x_D009436	15	c_1_broken	12	0.0	15	0.8	c	d					
745	22492991	D009711	C567437	c_d	D009711_x_C567437	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
746	22496764	D002701	D007710	c_d	D002701_x_D007710	15	drug (may) treat(s) disease	10	0.0	15	0.6666666666666666	c	d					
747	22496764	D011188	D007710	c_d	D011188_x_D007710	15	c_1_broken	12	0.0	15	0.8	c	d					
748	22496764	D047090	D007710	c_d	D047090_x_D007710	15	drug (may) treat(s) disease	5	0.0	15	0.3333333333333333	c	d					
749	22516760	D010100	D064420	c_d	D010100_x_D064420	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
750	22517741	C014088	D000544	c_d	C014088_x_D000544	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
