	pmid	refid1	refid2	reltype	concept_pair	user_count	evtype	relation_count	test_completions	true_responses	response_ratio	refid1_type	refid2_type
2136	21744492	8086	D038901	g_d	8086_x_D038901	15	gene has no relation to disease	8	1.0	14	0.5714285714285714	g	d
2140	21744492	8086	D060825	g_d	8086_x_D060825	15	gene has no relation to disease	6	1.0	14	0.42857142857142855	g	d
2143	21804002	C049714	D014406	c_d	C049714_x_D014406	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2145	21804002	C075238	D014406	c_d	C075238_x_D014406	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2148	21804002	D009844	D014406	c_d	D009844_x_D014406	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2150	21804002	D010710	D014406	c_d	D010710_x_D014406	15	c_1_broken	15	0.0	15	1.0	c	d
2153	21823215	D002395	D066126	c_d	D002395_x_D066126	15	drug (may) cause(s) disease	4	0.0	15	0.26666666666666666	c	d
2159	21823215	D007545	D066126	c_d	D007545_x_D066126	15	drug (may) cause(s) disease	5	0.0	15	0.3333333333333333	c	d
2163	21852685	C121358	D005355	c_d	C121358_x_D005355	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d
2169	21967333	D000596	D009369	c_d	D000596_x_D009369	15	c_1_broken	11	1.0	14	0.7857142857142857	c	d
2172	21981382	D000496	D024801	c_d	D000496_x_D024801	15	c_1_broken	6	0.0	15	0.4	c	d
2177	22000320	8086	C536008	g_d	8086_x_C536008	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d
2178	22000320	8086	C536009	g_d	8086_x_C536009	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d
2180	22000320	8086	C536450	g_d	8086_x_C536450	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d
2182	22000320	8086	C562827	g_d	8086_x_C562827	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d
2185	22000320	8086	D000310	g_d	8086_x_D000310	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d
2186	22000320	8086	D000312	g_d	8086_x_D000312	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d
2188	22000320	8086	D004931	g_d	8086_x_D004931	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d
2190	22000320	8086	D009135	g_d	8086_x_D009135	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d
2192	22000320	8086	D009386	g_d	8086_x_D009386	15	c_2_broken	7	0.0	15	0.4666666666666667	g	d
2197	22000320	8086	D009422	g_d	8086_x_D009422	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d
2198	22000320	8086	D009461	g_d	8086_x_D009461	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d
2201	22000320	8086	D016472	g_d	8086_x_D016472	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d
2205	22000320	8086	D019578	g_d	8086_x_D019578	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d
2209	22000320	8086	D020269	g_d	8086_x_D020269	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d
2213	22000320	8086	D056587	g_d	8086_x_D056587	16	gene mutation is/may be associated with disease	11	0.0	16	0.6875	g	d
2215	22003057	C415129	D057165	c_d	C415129_x_D057165	15	c_1_broken	12	0.0	15	0.8	c	d
2219	22003057	D000255	D057165	c_d	D000255_x_D057165	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d
2222	22003057	D010100	D057165	c_d	D010100_x_D057165	15	c_1_broken	12	0.0	15	0.8	c	d
2226	22045558	C014088	D000544	c_d	C014088_x_D000544	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2229	22126980	D000431	D017098	c_d	D000431_x_D017098	15	c_1_broken	9	0.0	15	0.6	c	d
2233	22223164	D005947	D000860	c_d	D005947_x_D000860	15	c_1_broken	9	0.0	15	0.6	c	d
2237	22223164	D010100	D000860	c_d	D010100_x_D000860	15	c_1_broken	12	0.0	15	0.8	c	d
2241	22223164	D014614	D000860	c_d	D014614_x_D000860	15	c_1_broken	12	0.0	15	0.8	c	d
2245	22370090	C060915	D000544	c_d	C060915_x_D000544	15	c_1_broken	15	0.0	15	1.0	c	d
2246	22370090	C434743	D000544	c_d	C434743_x_D000544	16	c_1_broken	16	0.0	16	1.0	c	d
2247	22370090	C508300	D000544	c_d	C508300_x_D000544	15	c_1_broken	15	0.0	15	1.0	c	d
2248	22370090	D007854	D000544	c_d	D007854_x_D000544	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d
2257	22450329	D014614	D009436	c_d	D014614_x_D009436	15	c_1_broken	12	0.0	15	0.8	c	d
2260	22492991	D009711	C567437	c_d	D009711_x_C567437	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2264	22496764	D002701	D007710	c_d	D002701_x_D007710	15	drug (may) treat(s) disease	10	0.0	15	0.6666666666666666	c	d
2266	22496764	D011188	D007710	c_d	D011188_x_D007710	15	c_1_broken	12	0.0	15	0.8	c	d
2272	22496764	D047090	D007710	c_d	D047090_x_D007710	15	drug (may) treat(s) disease	5	0.0	15	0.3333333333333333	c	d
2274	22516760	D010100	D064420	c_d	D010100_x_D064420	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d
2276	22517741	C014088	D000544	c_d	C014088_x_D000544	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d
2279	22517741	C064589	D000544	c_d	C064589_x_D000544	15	c_1_broken	12	0.0	15	0.8	c	d
2283	22517741	C076831	D000544	c_d	C076831_x_D000544	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2286	22517741	C097320	D000544	c_d	C097320_x_D000544	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d
2291	22538409	8086	613385	g_d	8086_x_613385	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d
2292	22538409	8086	C536008	g_d	8086_x_C536008	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d
2293	22538409	8086	C536009	g_d	8086_x_C536009	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d
2295	22538409	8086	C537301	g_d	8086_x_C537301	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d
2296	22538409	8086	C538582	g_d	8086_x_C538582	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d
2298	22538409	8086	C562827	g_d	8086_x_C562827	15	gene mutation is/may be associated with disease	13	1.0	14	0.9285714285714286	g	d
2303	22538409	8086	D000168	g_d	8086_x_D000168	15	gene mutation is/may be associated with disease	9	0.0	15	0.6	g	d
2305	22538409	8086	D000309	g_d	8086_x_D000309	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d
2309	22538409	8086	D001766	g_d	8086_x_D001766	15	gene mutation is/may be associated with disease	9	0.0	15	0.6	g	d
2313	22538409	8086	D003286	g_d	8086_x_D003286	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d
2316	22538409	8086	D004194	g_d	8086_x_D004194	15	gene mutation is/may be associated with disease	7	1.0	14	0.5	g	d
2318	22538409	8086	D004931	g_d	8086_x_D004931	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d
2320	22538409	8086	D007022	g_d	8086_x_D007022	15	gene mutation is/may be associated with disease	12	1.0	14	0.8571428571428571	g	d
2323	22538409	8086	D007172	g_d	8086_x_D007172	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d
2325	22538409	8086	D009358	g_d	8086_x_D009358	15	c_2_broken	9	0.0	15	0.6	g	d
2327	22538409	8086	D009422	g_d	8086_x_D009422	15	gene mutation is/may be associated with disease	12	1.0	14	0.8571428571428571	g	d
2330	22538409	8086	D009461	g_d	8086_x_D009461	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d
2334	22538409	8086	D013575	g_d	8086_x_D013575	15	gene mutation is/may be associated with disease	8	0.0	15	0.5333333333333333	g	d
2338	22538409	8086	D014987	g_d	8086_x_D014987	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d
2341	22538409	8086	D018450	g_d	8086_x_D018450	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d
2343	22584989	8086	C536008	g_d	8086_x_C536008	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d
2345	22584989	8086	C536009	g_d	8086_x_C536009	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d
2349	22584989	8086	C562827	g_d	8086_x_C562827	15	gene mutation is/may be associated with disease	8	0.0	15	0.5333333333333333	g	d
2351	22584989	8086	D000309	g_d	8086_x_D000309	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d
2353	22584989	8086	D004931	g_d	8086_x_D004931	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d
2356	22584989	8086	D006470	g_d	8086_x_D006470	16	gene has no relation to disease	8	1.0	15	0.5333333333333333	g	d
2360	22584989	8086	D006471	g_d	8086_x_D006471	15	gene mutation is/may be associated with disease	6	0.0	15	0.4	g	d
2365	22584989	8086	D025063	g_d	8086_x_D025063	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d
2369	22584989	8086	D030342	g_d	8086_x_D030342	15	gene mutation is/may be associated with disease	7	0.0	15	0.4666666666666667	g	d
2371	22632969	D011188	D010300	c_d	D011188_x_D010300	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2373	22645345	C097188	D001791	c_d	C097188_x_D001791	15	c_1_broken	12	1.0	14	0.8571428571428571	c	d
2378	22717794	C015473	D018981	c_d	C015473_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2381	22717794	C026406	C536108	c_d	C026406_x_C536108	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2383	22717794	D013185	D018981	c_d	D013185_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2385	22728164	C054149	D000860	c_d	C054149_x_D000860	15	c_1_broken	12	0.0	15	0.8	c	d
2388	22728164	D009569	D000860	c_d	D009569_x_D000860	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d
2392	22728164	D020123	D000860	c_d	D020123_x_D000860	15	c_1_broken	7	0.0	15	0.4666666666666667	c	d
2399	22781125	C457213	C535436	c_d	C457213_x_C535436	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2402	22781125	D000116	C535436	c_d	D000116_x_C535436	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2405	22781125	D011134	C535436	c_d	D011134_x_C535436	16	c_1_broken	13	0.0	16	0.8125	c	d
2408	22827796	D002241	D018981	c_d	D002241_x_D018981	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d
2411	22827796	D009841	D018981	c_d	D009841_x_D018981	16	c_1_broken	13	0.0	16	0.8125	c	d
2414	22962013	D010100	D002282	c_d	D010100_x_D002282	15	c_1_broken	9	0.0	15	0.6	c	d
2423	22991164	D009844	D018981	c_d	D009844_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2425	23012188	D003348	C536008	c_d	D003348_x_C536008	18	drug (may) treat(s) disease	16	1.0	17	0.9411764705882352	c	d
2428	23012188	D003348	D003680	c_d	D003348_x_D003680	18	drug (may) treat(s) disease	11	1.0	17	0.6470588235294118	c	d
2432	23012188	D003348	D006331	c_d	D003348_x_D006331	19	c_2_broken	9	1.0	18	0.5	c	d
2436	23056690	8086	C536008	g_d	8086_x_C536008	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d
2437	23056690	8086	C536009	g_d	8086_x_C536009	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d
2439	23056690	8086	C562827	g_d	8086_x_C562827	18	gene mutation is/may be associated with disease	17	0.0	18	0.9444444444444444	g	d
2441	23056690	8086	D000309	g_d	8086_x_D000309	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d
2443	23056690	8086	D001342	g_d	8086_x_D001342	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d
2446	23056690	8086	D002658	g_d	8086_x_D002658	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d
2448	23056690	8086	D004931	g_d	8086_x_D004931	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d
2451	23056690	8086	D009135	g_d	8086_x_D009135	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d
2453	23056690	8086	D009422	g_d	8086_x_D009422	16	gene mutation is/may be associated with disease	13	0.0	16	0.8125	g	d
2457	23056690	8086	D014832	g_d	8086_x_D014832	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d
2459	23056690	8086	D019636	g_d	8086_x_D019636	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d
2461	23077033	D010100	D009410	c_d	D010100_x_D009410	15	c_1_broken	12	0.0	15	0.8	c	d
2463	23077033	D011188	D009410	c_d	D011188_x_D009410	15	c_1_broken	12	0.0	15	0.8	c	d
2467	23093985	D005978	D010195	c_d	D005978_x_D010195	15	c_2_broken	9	0.0	15	0.6	c	d
2469	23139742	C004479	D004715	c_d	C004479_x_D004715	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2471	23139742	C121720	D004715	c_d	C121720_x_D004715	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2473	23139742	D000596	D004715	c_d	D000596_x_D004715	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2475	23139742	D004967	D004715	c_d	D004967_x_D004715	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d
2479	23139742	D009711	D004715	c_d	D009711_x_D004715	15	c_1_broken	15	0.0	15	1.0	c	d
2480	23139742	D024502	D004715	c_d	D024502_x_D004715	15	c_1_broken	15	0.0	15	1.0	c	d
2482	23327820	8086	C536008	g_d	8086_x_C536008	15	gene mutation is/may be associated with disease	13	1.0	14	0.9285714285714286	g	d
2485	23327820	8086	C536009	g_d	8086_x_C536009	15	gene mutation is/may be associated with disease	8	1.0	14	0.5714285714285714	g	d
2488	23327820	8086	C562827	g_d	8086_x_C562827	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d
2491	23327820	8086	D000310	g_d	8086_x_D000310	15	gene mutation is/may be associated with disease	13	1.0	14	0.9285714285714286	g	d
2493	23327820	8086	D000312	g_d	8086_x_D000312	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d
2496	23327820	8086	D004931	g_d	8086_x_D004931	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d
2498	23327820	8086	D009386	g_d	8086_x_D009386	15	c_2_broken	9	0.0	15	0.6	g	d
2502	23327820	8086	D009461	g_d	8086_x_D009461	15	gene mutation is/may be associated with disease	13	1.0	14	0.9285714285714286	g	d
2504	23327820	8086	D020734	g_d	8086_x_D020734	15	gene mutation is/may be associated with disease	13	1.0	14	0.9285714285714286	g	d
2508	23327820	8086	D030342	g_d	8086_x_D030342	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d
2509	23372685	C006780	D003924	c_d	C006780_x_D003924	15	c_1_broken	7	0.0	15	0.4666666666666667	c	d
2513	23372685	C009462	D003924	c_d	C009462_x_D003924	15	c_1_broken	12	0.0	15	0.8	c	d
2517	23372685	C089739	D003924	c_d	C089739_x_D003924	15	drug (may) increase(s) risk of disease	7	0.0	15	0.4666666666666667	c	d
2519	23372685	C544092	D003924	c_d	C544092_x_D003924	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2521	23372685	D003915	D003924	c_d	D003915_x_D003924	15	c_1_broken	15	0.0	15	1.0	c	d
2522	23372685	D010100	D003924	c_d	D010100_x_D003924	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2524	23430875	C082768	D018981	c_d	C082768_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2526	23430875	C471076	D018981	c_d	C471076_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2528	23430875	D016685	D018981	c_d	D016685_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2531	23506892	C013059	C535747	c_d	C013059_x_C535747	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2533	23506892	C067869	C535747	c_d	C067869_x_C535747	15	c_1_broken	15	0.0	15	1.0	c	d
2534	23506892	D000250	C535747	c_d	D000250_x_C535747	15	c_1_broken	15	0.0	15	1.0	c	d
2535	23506892	D009705	C535747	c_d	D009705_x_C535747	15	c_1_broken	15	0.0	15	1.0	c	d
2536	23506892	D009711	C535747	c_d	D009711_x_C535747	15	c_1_broken	15	0.0	15	1.0	c	d
2537	23506892	D011756	C535747	c_d	D011756_x_C535747	15	c_1_broken	15	0.0	15	1.0	c	d
2539	23536801	C072553	C536954	c_d	C072553_x_C536954	15	c_2_broken	6	0.0	15	0.4	c	d
2542	23536801	D005978	D000544	c_d	D005978_x_D000544	16	c_1_broken	14	0.0	16	0.875	c	d
2545	23608659	C016885	D006973	c_d	C016885_x_D006973	15	c_1_broken	15	0.0	15	1.0	c	d
2546	23608659	C069545	D006973	c_d	C069545_x_D006973	15	c_1_broken	15	0.0	15	1.0	c	d
2547	23608659	D000804	D006973	c_d	D000804_x_D006973	15	c_1_broken	12	0.0	15	0.8	c	d
2551	23608659	D005947	D006973	c_d	D005947_x_D006973	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2553	23608659	D010100	D006973	c_d	D010100_x_D006973	16	c_1_broken	15	0.0	16	0.9375	c	d
2558	23608659	D014415	D006973	c_d	D014415_x_D006973	15	drug has no relation to disease	6	0.0	15	0.4	c	d
2560	23861206	8086	C536008	g_d	8086_x_C536008	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d
2562	23861206	8086	C536009	g_d	8086_x_C536009	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d
2565	23861206	8086	C537017	g_d	8086_x_C537017	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d
2567	23861206	8086	C538339	g_d	8086_x_C538339	16	c_2_broken	11	0.0	16	0.6875	g	d
2572	23861206	8086	C562827	g_d	8086_x_C562827	15	gene mutation is/may be associated with disease	7	0.0	15	0.4666666666666667	g	d
2575	23861206	8086	D000309	g_d	8086_x_D000309	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d
2576	23861206	8086	D000690	g_d	8086_x_D000690	16	gene has no relation to disease	11	0.0	16	0.6875	g	d
2579	23861206	8086	D001342	g_d	8086_x_D001342	15	c_2_broken	10	0.0	15	0.6666666666666666	g	d
2583	23861206	8086	D004931	g_d	8086_x_D004931	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d
2586	23861206	8086	D004941	g_d	8086_x_D004941	15	gene mutation is/may be associated with disease	9	0.0	15	0.6	g	d
2588	23861206	8086	D009386	g_d	8086_x_D009386	15	c_2_broken	6	0.0	15	0.4	g	d
2594	23861206	8086	D016472	g_d	8086_x_D016472	15	gene has no relation to disease	9	0.0	15	0.6	g	d
2599	23861206	8086	D020734	g_d	8086_x_D020734	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d
2603	23861206	8086	D030342	g_d	8086_x_D030342	16	gene mutation is/may be associated with disease	11	0.0	16	0.6875	g	d
2607	23861206	8086	D055534	g_d	8086_x_D055534	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d
2609	23865579	C578980	D018981	c_d	C578980_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d
2610	23865579	D022622	D018981	c_d	D022622_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2612	23904445	D012643	D064420	c_d	D012643_x_D064420	15	c_1_broken	8	0.0	15	0.5333333333333333	c	d
2616	23904445	D017279	D064420	c_d	D017279_x_D064420	15	c_1_broken	9	0.0	15	0.6	c	d
2620	23956580	28911	D003929	g_d	28911_x_D003929	15	c_1_broken	15	0.0	15	1.0	g	d
2627	23985544	D008550	D001750	c_d	D008550_x_D001750	16	drug relates to disease	4	0.0	16	0.25	c	d
2629	23985544	D008550	D003072	c_d	D008550_x_D003072	15	drug (may) prevent(s) disease	7	0.0	15	0.4666666666666667	c	d
2635	23985544	D008550	D019636	c_d	D008550_x_D019636	15	drug relates to disease	6	0.0	15	0.4	c	d
2639	23985544	D008550	D028361	c_d	D008550_x_D028361	15	drug has no relation to disease	8	0.0	15	0.5333333333333333	c	d
2641	23993988	C077118	D012507	c_d	C077118_x_D012507	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2643	23993988	C511596	D012507	c_d	C511596_x_D012507	15	c_1_broken	15	0.0	15	1.0	c	d
2644	23993988	C544092	D012507	c_d	C544092_x_D012507	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2647	24037837	D000596	C536108	c_d	D000596_x_C536108	16	c_1_broken	10	1.0	15	0.6666666666666666	c	d
2650	24094038	C004848	D000544	c_d	C004848_x_D000544	15	c_1_broken	12	0.0	15	0.8	c	d
2653	24094038	C415129	D000544	c_d	C415129_x_D000544	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2658	24113653	C095293	D024801	c_d	C095293_x_D024801	16	c_1_broken	15	0.0	16	0.9375	c	d
2660	24115865	D004121	D000860	c_d	D004121_x_D000860	15	c_1_broken	5	0.0	15	0.3333333333333333	c	d
2666	24115865	D005947	D000860	c_d	D005947_x_D000860	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d
2670	24115865	D008316	D000860	c_d	D008316_x_D000860	15	c_1_broken	12	0.0	15	0.8	c	d
2677	24139699	5443	202200	g_d	5443_x_202200	16	gene relates to disease	7	1.0	15	0.4666666666666667	g	d
2680	24139699	5443	C536008	g_d	5443_x_C536008	16	gene relates to disease	13	0.0	16	0.8125	g	d
2682	24139699	5443	C536009	g_d	5443_x_C536009	15	gene relates to disease	9	0.0	15	0.6	g	d
2686	24139699	5443	D000309	g_d	5443_x_D000309	15	gene relates to disease	7	0.0	15	0.4666666666666667	g	d
2688	24139699	5443	D000690	g_d	5443_x_D000690	15	gene has no relation to disease	10	0.0	15	0.6666666666666666	g	d
2693	24139699	5443	D003680	g_d	5443_x_D003680	15	gene relates to disease	7	0.0	15	0.4666666666666667	g	d
2696	24139699	5443	D004931	g_d	5443_x_D004931	15	gene relates to disease	7	0.0	15	0.4666666666666667	g	d
2698	24139699	5443	D009422	g_d	5443_x_D009422	15	gene has no relation to disease	8	0.0	15	0.5333333333333333	g	d
2702	24139699	5443	D016472	g_d	5443_x_D016472	16	gene has no relation to disease	7	0.0	16	0.4375	g	d
2707	24139699	5443	D019282	g_d	5443_x_D019282	17	gene has no relation to disease	7	1.0	16	0.4375	g	d
2712	24139699	5443	D020361	g_d	5443_x_D020361	15	gene has no relation to disease	6	0.0	15	0.4	g	d
2717	24139699	5443	D025063	g_d	5443_x_D025063	15	gene relates to disease	12	0.0	15	0.8	g	d
2718	24153356	C021319	D018981	c_d	C021319_x_D018981	18	c_1_broken	16	0.0	18	0.8888888888888888	c	d
2720	24153356	D012794	D018981	c_d	D012794_x_D018981	17	c_1_broken	14	0.0	17	0.8235294117647058	c	d
2723	24248470	C015978	D006816	c_d	C015978_x_D006816	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2726	24248470	D004187	D006816	c_d	D004187_x_D006816	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2728	24248470	D013481	D006816	c_d	D013481_x_D006816	16	c_1_broken	13	0.0	16	0.8125	c	d
2731	24248470	D014199	D006816	c_d	D014199_x_D006816	16	c_1_broken	10	0.0	16	0.625	c	d
2735	24279733	C033171	D005693	c_d	C033171_x_D005693	15	drug (may) treat(s) disease	14	0.0	15	0.9333333333333332	c	d
2738	24279733	C033171	D008659	c_d	C033171_x_D008659	15	drug (may) treat(s) disease	14	0.0	15	0.9333333333333332	c	d
2742	24279733	C033171	D064420	c_d	C033171_x_D064420	15	drug (may) treat(s) disease	6	0.0	15	0.4	c	d
2743	24416370	D011134	D003092	c_d	D011134_x_D003092	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2746	24416370	D016264	D007249	c_d	D016264_x_D007249	15	c_1_broken	7	0.0	15	0.4666666666666667	c	d
2750	24417481	C000593135	D012769	c_d	C000593135_x_D012769	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d
2753	24417481	D010100	D012769	c_d	D010100_x_D012769	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d
2757	24417481	D013438	D012769	c_d	D013438_x_D012769	15	c_1_broken	12	0.0	15	0.8	c	d
2761	24481335	C510621	D002386	c_d	C510621_x_D002386	15	c_1_broken	5	0.0	15	0.3333333333333333	c	d
2767	24481335	D002118	D019636	c_d	D002118_x_D019636	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d
2771	24497285	C010686	D009369	c_d	C010686_x_D009369	15	c_1_broken	12	0.0	15	0.8	c	d
2773	24497285	D006020	D009369	c_d	D006020_x_D009369	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2776	24517367	C004931	D019636	c_d	C004931_x_D019636	16	c_1_broken	13	0.0	16	0.8125	c	d
2780	24517367	C009091	D019636	c_d	C009091_x_D019636	15	c_1_broken	7	0.0	15	0.4666666666666667	c	d
2784	24517367	C010643	D019636	c_d	C010643_x_D019636	16	c_1_broken	10	0.0	16	0.625	c	d
2788	24517367	C024343	D019636	c_d	C024343_x_D019636	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2791	24517367	C544092	D019636	c_d	C544092_x_D019636	16	c_1_broken	14	0.0	16	0.875	c	d
2793	24517367	D007501	D019636	c_d	D007501_x_D019636	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d
2797	24517367	D010100	D019636	c_d	D010100_x_D019636	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d
2801	24517367	D015032	D019636	c_d	D015032_x_D019636	16	c_1_broken	9	0.0	16	0.5625	c	d
2807	24527708	C039522	D018981	c_d	C039522_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d
2808	24527708	D006020	D018981	c_d	D006020_x_D018981	17	c_1_broken	17	0.0	17	1.0	c	d
2809	24651605	55768	606217	g_d	55768_x_606217	17	c_2_broken	9	1.0	16	0.5625	g	d
2813	24651605	55768	C536009	g_d	55768_x_C536009	15	gene mutation is/may be associated with disease	12	1.0	14	0.8571428571428571	g	d
2816	24651605	55768	C536108	g_d	55768_x_C536108	16	gene mutation is/may be associated with disease	13	1.0	15	0.8666666666666667	g	d
2818	24651605	55768	C562827	g_d	55768_x_C562827	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d
2821	24651605	55768	D002658	g_d	55768_x_D002658	17	gene mutation is/may be associated with disease	12	1.0	16	0.75	g	d
2823	24651605	55768	D003677	g_d	55768_x_D003677	16	gene mutation is/may be associated with disease	12	1.0	15	0.8	g	d
2826	24651605	55768	D008107	g_d	55768_x_D008107	16	gene mutation is/may be associated with disease	13	1.0	15	0.8666666666666667	g	d
2828	24651605	55768	D008831	g_d	55768_x_D008831	16	gene mutation is/may be associated with disease	14	0.0	16	0.875	g	d
2832	24651605	55768	D009069	g_d	55768_x_D009069	17	gene mutation is/may be associated with disease	12	1.0	16	0.75	g	d
2834	24651605	55768	D009123	g_d	55768_x_D009123	15	gene mutation is/may be associated with disease	10	1.0	14	0.7142857142857143	g	d
2837	24651605	55768	D009422	g_d	55768_x_D009422	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d
2840	24651605	55768	D009461	g_d	55768_x_D009461	16	gene mutation is/may be associated with disease	13	1.0	15	0.8666666666666667	g	d
2843	24651605	55768	D012640	g_d	55768_x_D012640	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d
