	SUBJECT_NAME	PREDICATE	OBJECT_NAME	PMID	SUBJECT_CUI	SUBJECT_SEMTYPE	OBJECT_CUI	OBJECT_SEMTYPE	PREDICATION_ID	SENTENCE_ID	SUBJECT_NOVELTY	OBJECT_NOVELTY
696	Neoplasm	PROCESS_OF	Human	21967333	C0027651	neop	C0020114	humn	59350630	105284491	1	1
697	Autophagy	COEXISTS_WITH	Neoplasm	21967333	C0004391	celf	C0027651	neop	59350638	105284491	1	1
698	Environment	LOCATION_OF	[M]Unspecified tumor cell NOS	21967333	C0014406	spco	C0431085	cell	59350650	105284491	1	1
699	Syndrome	PROCESS_OF	Family	23056690	C0039082	dsyn	C0015576	humn	59520040	105607509	0	1
700	Glucocorticoid deficiency with achalasia	ISA	Achalasia	23056690	C0271742	dsyn	C1321756	fndg	59520106	105607588	1	1
701	Adrenal gland hypofunction	COEXISTS_WITH	Glucocorticoid deficiency with achalasia	23056690	C0001623	dsyn	C0271742	dsyn	59520112	105607588	1	1
702	Glucocorticoid deficiency with achalasia	PROCESS_OF	Family	23056690	C0271742	dsyn	C0015576	humn	59520279	105607803	1	1
703	Glucocorticoid deficiency with achalasia	PROCESS_OF	member	23056690	C0271742	dsyn	C0680022	humn	59520286	105607803	1	1
704	4-hydroxy-2-nonenal	COEXISTS_WITH	Amyloid beta-Protein	18304576	C0048297	orch	C0078939	aapp	59588698	105736278	1	1
705	Amyloid Fibrils	ASSOCIATED_WITH	Alzheimer's Disease	18304576	C1449651	aapp	C0002395	dsyn	59588810	105736521	1	1
706	High pressure liquid chromatography procedure	USES	Transferrin	19146845	C0008562	lbpr	C0040679	aapp	59779825	106100136	1	1
707	DNA Repair	PROCESS_OF	network	20965426	C0012899	genf	C0679670	humn	59804688	106148552	1	1
708	DNA Repair	AFFECTS	Aging	20965426	C0012899	genf	C0001811	orgf	59804694	106148552	1	1
709	Wound Healing	AFFECTS	Aging	20965426	C0043240	orgf	C0001811	orgf	59804702	106148552	1	1
710	biological adaptation to stress	AFFECTS	Aging	20965426	C0149784	phsf	C0001811	orgf	59804708	106148552	1	1
711	Homeostasis	PROCESS_OF	Organism	20965426	C0019868	orgf	C0029235	orgm	59804841	106148831	1	0
712	Therapeutic procedure	USES	Mannose	19101627	C0087111	topp	C0024742	carb	59821338	106181164	0	1
713	Heparin	TREATS	Patients	19101627	C0019134	phsu	C0030705	podg	59821543	106181599	1	0
714	Syndrome	PROCESS_OF	sibling	20931227	C0039082	dsyn	C0037047	humn	59983617	106496320	0	1
715	Polyneuropathy	PROCESS_OF	Patients	20931227	C0152025	dsyn	C0030705	humn	59983719	106496531	1	0
716	Adrenal gland hypofunction	PROCESS_OF	Younger sister	20931227	C0001623	dsyn	C0337525	humn	59983802	106496706	1	1
717	Addisonian crisis	PROCESS_OF	Younger sister	20931227	C0151467	dsyn	C0337525	humn	59983806	106496706	1	1
718	Mutation, Missense	PROCESS_OF	sibling	20931227	C0599155	genf	C0037047	humn	59983912	106496943	1	1
719	Syndrome	PROCESS_OF	Patients	20931227	C0039082	dsyn	C0030705	humn	59983952	106497091	0	0
720	Protein Processing, Post-Translational	AFFECTS	Protein Structure	20186922	C0033666	moft	C1510464	gngm	60634582	107756398	1	1
721	Neurodegenerative Disorders	PROCESS_OF	Patients	20186922	C0524851	dsyn	C0030705	humn	60634737	107756595	1	0
722	receptor	AUGMENTS	Inflammation	20186922	C0597357	aapp	C0021368	patf	60634796	107756780	1	1
723	receptor	AUGMENTS	Oxidative Stress	20186922	C0597357	aapp	C0242606	comd	60634799	107756780	1	1
724	Deglutition Disorders	PROCESS_OF	Brothers	23012188	C0011168	dsyn	C0337527	humn	60836092	108159421	1	1
725	Abdomen	LOCATION_OF	Ultrasonography	23012188	C0000726	blor	C0041618	diap	60836230	108159565	1	1
726	Abdomen	LOCATION_OF	X-Ray Computed Tomography	23012188	C0000726	blor	C0040405	diap	60836235	108159565	1	1
727	Brain	LOCATION_OF	X-Ray Computed Tomography	23012188	C0006104	bpoc	C0040405	diap	60836243	108159565	1	1
728	Cortisone	ISA	Therapeutic procedure	23012188	C0010137	horm	C0087111	topp	60836297	108159809	1	0
729	Therapeutic procedure	USES	Cortisone	23012188	C0087111	topp	C0010137	phsu	60836302	108159809	0	1
730	Molecular Chaperones	PART_OF	Endoplasmic Reticulum	18579727	C0243041	aapp	C0014239	celc	61376783	109205641	1	1
731	Up-Regulation (Physiology)	CAUSES	unfolded protein response	18579727	C0041904	moft	C1523448	moft	61376845	109205767	1	1
732	Cerebral cortex	PART_OF	House mice	18579727	C0007776	bpoc	C0025914	mamm	61377039	109206073	1	1
733	Aging	PROCESS_OF	juvenile animal	18579727	C0001811	orgf	C0598744	anim	61377043	109206073	1	1
734	Prokaryotic Cells	LOCATION_OF	Proteins	18339628	C0033368	cell	C0033684	aapp	61609783	109662217	1	1
735	Oxidative Stress	PROCESS_OF	Escherichia coli	18339628	C0242606	comd	C0014834	bact	61609988	109662693	1	1
736	Escherichia coli	LOCATION_OF	Apoproteins	18339628	C0014834	bact	C0003601	aapp	61610056	109662838	1	1
737	Mannose	PART_OF	Glycoproteins	19114101	C0024742	bacs	C0017968	aapp	61833364	110116423	1	1
738	Pathogenesis	PROCESS_OF	Mus	19114101	C0699748	patf	C0026809	mamm	61833410	110116555	0	1
739	Basal lamina	PART_OF	Muscle	19114101	C0085872	celc	C0026845	tisu	61833535	110116739	1	1
740	Serum creatine phosphokinase	DIAGNOSES	Form of muscle	19114101	C0750860	lbpr	C0240417	fndg	61833537	110116739	1	1
741	Acetylglucosamine	INTERACTS_WITH	Proteins	22045558	C0001056	bacs	C0033684	aapp	62048283	110532246	1	1
742	Cytoplasmic Protein	CAUSES	Alzheimer's Disease	22045558	C1333198	aapp	C0002395	dsyn	62048325	110532289	1	1
743	Cytoplasmic Protein	CAUSES	Diabetes Mellitus, Non-Insulin-Dependent	22045558	C1333198	aapp	C0011860	dsyn	62048329	110532289	1	1
744	Antioxidants	INTERACTS_WITH	EIF2S1 gene	19583945	C0003402	phsu	C1414334	gngm	62143800	110720479	1	1
745	cellular metabolism	AFFECTS	Cell Survival	19583945	C1523924	celf	C0007620	celf	62143917	110720565	1	1
746	cellular metabolism	AFFECTS	GLUCOSE TOLERANCE	19583945	C1523924	celf	C0178665	phsf	62143920	110720565	1	1
747	Disease	PROCESS_OF	glycosylation	18712764	C0012634	dsyn	C0017982	npop	62970292	112335145	0	1
748	Disease	PROCESS_OF	glycosylation	18712764	C0012634	dsyn	C0017982	npop	62970356	112335237	0	1
749	Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	METHOD_OF	Proteomics	18712764	C0282597	lbpr	C0872252	bmod	62970368	112335237	1	1
750	Protein C Inhibitor	INTERACTS_WITH	Glycoproteins	18712764	C0072348	aapp	C0017968	aapp	62970465	112335399	1	1
751	Galactosemias	ISA	Disease	18712764	C0016952	dsyn	C0012634	dsyn	62970657	112335934	1	0
752	Galactosemias	PROCESS_OF	Patients	18712764	C0016952	dsyn	C0030705	humn	62970728	112335999	1	0
753	Acetylglucosamine	INTERACTS_WITH	Proteins	21732316	C0001056	bacs	C0033684	aapp	63052879	112491204	1	1
754	Cytoplasmic Protein	CAUSES	Alzheimer's Disease	21732316	C1333198	aapp	C0002395	dsyn	63052926	112491267	1	1
755	Cytoplasmic Protein	CAUSES	Diabetes Mellitus, Non-Insulin-Dependent	21732316	C1333198	aapp	C0011860	dsyn	63052928	112491267	1	1
756	Glucocorticoid deficiency with achalasia	PROCESS_OF	Family	21565631	C0271742	dsyn	C0015576	humn	63098336	112579801	1	1
757	Mutation	PROCESS_OF	Patients	21565631	C0026882	genf	C0030705	humn	63098462	112579977	1	0
758	Glucocorticoid deficiency with achalasia	PROCESS_OF	Family	21565631	C0271742	dsyn	C0015576	humn	63098513	112580111	1	1
759	High pressure liquid chromatography procedure	ISA	Procedures	19608465	C0008562	lbpr	C0184661	hlca	63188983	112755706	1	1
760	Isoelectric Focusing	METHOD_OF	High pressure liquid chromatography procedure	19608465	C0022169	lbpr	C0008562	lbpr	63189115	112755939	1	1
761	Isoelectric Focusing	METHOD_OF	zone electrophoresis	19608465	C0022169	lbpr	C0678634	lbpr	63189121	112755939	1	1
762	Isoelectric Focusing	ISA	Procedures	19608465	C0022169	lbpr	C0184661	hlca	63189185	112756111	1	1
763	Glucosamine	ASSOCIATED_WITH	Adverse effects	21494549	C0017718	carb	C0879626	patf	63295720	112956788	1	1
764	Hexosamine	ASSOCIATED_WITH	Adverse effects	21494549	C0019477	carb	C0879626	patf	63295725	112956788	1	1
765	Glucosamine	AUGMENTS	Heart	21494549	C0017718	carb	C0018787	bpoc	63295775	112956915	1	1
766	Heart	PART_OF	Rattus norvegicus	21494549	C0018787	bpoc	C0034693	mamm	63295818	112957098	1	1
767	Glucosamine	INTERACTS_WITH	Palmitates	21494549	C0017718	carb	C0030233	lipd	63296034	112957403	1	1
768	Glucosamine	INHIBITS	Lactates	21494549	C0017718	carb	C0022924	orch	63296042	112957403	1	1
769	Intellectual functioning disability	PROCESS_OF	Family	21744492	C0453879	fndg	C0015576	humn	63658368	113651923	1	1
770	Autonomic dysfunction	PROCESS_OF	Family	21744492	C0741307	patf	C0015576	humn	63658372	113651923	1	1
771	Achalasia	PROCESS_OF	Family	21744492	C1321756	fndg	C0015576	humn	63658375	113651923	1	1
772	Syndrome	COEXISTS_WITH	Mental Retardation	21744492	C0039082	dsyn	C0025362	mobd	63658437	113652089	0	1
773	Mental Retardation	PROCESS_OF	Individual	21744492	C0025362	mobd	C0237401	humn	63658445	113652089	1	1
774	Endoplasmic Reticulum	LOCATION_OF	Protein Disulfide Isomerase	21875564	C0014239	celc	C0072354	aapp	63662656	113660477	1	1
775	Endoplasmic Reticulum	PART_OF	Eukaryotic Cell	21875564	C0014239	celc	C0015161	cell	63662659	113660477	1	1
776	Molecular Chaperones	ISA	Proteins	21875564	C0243041	aapp	C0033684	aapp	63662706	113660541	1	1
777	Thyroid Hormones	ISA	Chemicals	21875564	C0040135	aapp	C0220806	chem	63662736	113660647	1	1
778	Protein Disulfide Isomerase	INTERACTS_WITH	Cysteine	21875564	C0072354	aapp	C0010654	aapp	63662741	113660647	1	1
779	Intestinal Diseases	COEXISTS_WITH	Punctate epithelial keratoconjunctivitis	20447614	C0021831	dsyn	C0259799	dsyn	63703593	113737650	1	1
780	Intestinal Diseases	COEXISTS_WITH	Conjunctival erosion	20447614	C0021831	dsyn	C0859994	anab	63703608	113737650	1	1
781	Conjunctival biopsy	DIAGNOSES	Intestinal Diseases	20447614	C0197128	diap	C0021831	dsyn	63703630	113737709	1	1
782	Intestines	LOCATION_OF	Biopsy	20447614	C0021853	bpoc	C0005558	diap	63703729	113737878	1	1
783	Ophthalmic examination and evaluation	TREATS	Child	20447614	C0200149	topp	C0008059	aggp	63703736	113737878	1	1
784	Ocular hyperemia	PROCESS_OF	Child	20447614	C0155169	dsyn	C0008059	humn	63703889	113738111	1	1
785	Conjunctivitis	PROCESS_OF	Child	20447614	C0009763	dsyn	C0008059	humn	63703896	113738111	1	1
786	Cataract	PROCESS_OF	Child	20447614	C0086543	dsyn	C0008059	humn	63703900	113738111	1	1
787	Punctate epithelial keratoconjunctivitis	PROCESS_OF	Child	20447614	C0259799	dsyn	C0008059	humn	63703905	113738111	1	1
788	Parakeratosis	ISA	Hyperplasia	20447614	C0030436	dsyn	C0020507	patf	63703927	113738271	1	1
789	Basal cell hyperplasia	ISA	Hyperplasia	20447614	C0333990	patf	C0020507	patf	63703931	113738271	1	1
790	Conjunctival biopsy	DIAGNOSES	Parakeratosis	20447614	C0197128	diap	C0030436	dsyn	63703935	113738271	1	1
791	Inflammatory cell	PART_OF	Lamina Propria	20447614	C0440752	cell	C1179187	tisu	63703968	113738329	1	1
792	Diarrhea	PROCESS_OF	Child	20447614	C0011991	sosy	C0008059	humn	63704004	113738394	1	1
793	Eye	LOCATION_OF	Symptoms	20447614	C0015392	bpoc	C1457887	sosy	63704047	113738465	1	0
794	Intestinal Diseases	ISA	Disease	20447614	C0021831	dsyn	C0012634	dsyn	63704071	113738537	1	0
795	Symptoms	ASSOCIATED_WITH	Rare Diseases	20200814	C1457887	sosy	C0678236	dsyn	63883314	114083204	0	1
796	12q13	LOCATION_OF	Glucocorticoid deficiency with achalasia	20200814	C1520491	nusq	C0271742	dsyn	63883342	114083304	1	1
797	Mutation	CAUSES	Glucocorticoid deficiency with achalasia	20200814	C0026882	genf	C0271742	dsyn	63883344	114083304	1	1
798	Proteins	PART_OF	Nuclear Pore Complex	20200814	C0033684	aapp	C0598988	celc	63883365	114083331	1	1
799	genetic analysis	ADMINISTERED_TO	parent	20200814	C0796344	diap	C0030551	humn	63883417	114083425	1	1
800	genetic analysis	ADMINISTERED_TO	Patients	20200814	C0796344	diap	C0030705	humn	63883423	114083425	1	0
801	genetic analysis	ADMINISTERED_TO	Sister	20200814	C0796344	diap	C0337514	humn	63883427	114083425	1	1
802	HSP40 Heat-Shock Proteins	AFFECTS	Ubiquitination	18258197	C0058610	aapp	C1519751	moft	63896248	114106656	1	1
803	Molecular Chaperones	PART_OF	Heat-Shock Proteins 70	18258197	C0243041	bacs	C0243043	aapp	63896275	114106693	1	1
804	Heat-Shock Proteins 70	AUGMENTS	protein folding	18258197	C0243043	aapp	C0162847	moft	63896281	114106693	1	1
805	HSP40 Heat-Shock Proteins	PART_OF	Cells	18258197	C0058610	aapp	C0007634	cell	63896319	114106783	1	1
806	Heat-Shock Proteins 70	DISRUPTS	Cells	18258197	C0243043	aapp	C0007634	cell	63896365	114106831	1	1
807	Cytosol	LOCATION_OF	Sugars	23506892	C0010854	celc	C0242209	carb	64312918	114928191	1	1
808	SULT4A1 gene	ASSOCIATED_WITH	Congenital Disorders	23506892	C1423041	gngm	C0242354	dsyn	64313071	114928516	1	0
809	Cytosol	LOCATION_OF	Acetylglucosamine	22517741	C0010854	celc	C0001056	carb	64612204	115519524	1	1
810	Cytosol	LOCATION_OF	Nuclear Proteins	22517741	C0010854	celc	C0028589	aapp	64612208	115519524	1	1
811	Acetylglucosamine	PART_OF	Eukaryota	22517741	C0001056	bacs	C0684063	orgm	64612210	115519524	1	1
812	Nuclear Proteins	PART_OF	Eukaryota	22517741	C0028589	aapp	C0684063	orgm	64612215	115519524	1	1
813	OGT gene	INTERACTS_WITH	Acetylglucosamine	22517741	C1417945	gngm	C0001056	bacs	64612238	115519644	1	1
814	Brain tissue	LOCATION_OF	TRYPSIN	22517741	C0459385	bpoc	C0041236	aapp	64612310	115519777	1	1
815	Proteome	PART_OF	Brain tissue	22517741	C0751973	aapp	C0459385	bpoc	64612423	115519980	1	1
816	Core Protein	PART_OF	versican	22517741	C0086062	bacs	C0078193	aapp	64612472	115520092	1	1
817	Myocardium	PART_OF	House mice	21823215	C0027061	tisu	C0025914	mamm	64628270	115549674	1	1
818	Myocardium	PART_OF	House mice	21823215	C0027061	tisu	C0025914	mamm	64628298	115549738	1	1
819	Isoproterenol	CAUSES	biological adaptation to stress	21823215	C0022245	orch	C0149784	phsf	64628303	115549738	1	1
820	Heart tissue	PART_OF	House mice	21823215	C1272575	tisu	C0025914	mamm	64628348	115549843	1	1
821	Heat-Shock Proteins, Small	ISA	Molecular Chaperones	22450329	C1564779	aapp	C0243041	aapp	64749792	115783279	1	1
822	alpha-Dystroglycan	CAUSES	Congenital muscular dystrophy	22781125	C1312042	aapp	C0699743	dsyn	64915595	116121998	1	1
823	Disease	PROCESS_OF	Human	22781125	C0012634	dsyn	C0020114	humn	64915632	116122080	0	1
824	alpha-Dystroglycan	ASSOCIATED_WITH	Disease	22781125	C1312042	aapp	C0012634	dsyn	64915638	116122080	1	0
825	Muscle - Striated (Skeletal) (MMHCC)	LOCATION_OF	Biopsy	22781125	C1522259	tisu	C0005558	diap	64915751	116122257	1	1
826	Muscle Fibers	LOCATION_OF	Biopsy	22781125	C0242697	cell	C0005558	diap	64915757	116122257	1	1
827	Human	LOCATION_OF	alpha-Dystroglycan	22781125	C0020114	humn	C1312042	aapp	64915762	116122257	1	1
828	Oryctolagus cuniculus	LOCATION_OF	alpha-Dystroglycan	22781125	C0034493	mamm	C1312042	aapp	64915765	116122257	1	1
829	chloropicrin	CAUSES	Stress	22516760	C0055437	orch	C0038435	fndg	65373540	117028337	1	1
830	Toxic effect	PROCESS_OF	Human	22516760	C0600688	inpo	C0020114	humn	65373586	117028421	1	1
831	chloropicrin	AFFECTS	Organ	22516760	C0055437	orch	C0178784	bpoc	65373661	117028534	1	1
832	Transmission Electron Microscopy	ISA	Medical Imaging	22516760	C0678118	lbpr	C0025086	diap	65373701	117028621	1	1
833	Cytoplasm	LOCATION_OF	chloropicrin	22516760	C0010834	celc	C0055437	orch	65373704	117028621	1	1
834	chloropicrin	STIMULATES	DDIT3 gene	22516760	C0055437	orch	C1413947	gngm	65373785	117028761	1	1
835	chloropicrin	STIMULATES	HSPA5 gene	22516760	C0055437	orch	C1415761	gngm	65373790	117028761	1	1
836	chloropicrin	STIMULATES	Heat shock proteins	22516760	C0055437	orch	C0018850	gngm	65373801	117028761	1	1
837	HSPA5 gene	compared_with	DDIT3 gene	22516760	C1415761	gngm	C1413947	gngm	65373807	117028761	1	1
838	Heme Oxygenase-1	STIMULATES	Reactive Oxygen Species	22516760	C0538674	aapp	C0162772	bacs	65373850	117028910	1	1
839	Oxidative Stress	COEXISTS_WITH	cytotoxicity	22516760	C0242606	comd	C0596402	comd	65373878	117028991	1	1
840	Structure of retinal pigment epithelium	LOCATION_OF	chloropicrin	22516760	C0035322	bpoc	C0055437	orch	65373882	117028991	1	1
841	Lung	LOCATION_OF	multicatalytic endopeptidase complex	22962013	C0024109	bpoc	C0208355	aapp	65596151	117464972	1	1
842	Cigarette smoke	INHIBITS	multicatalytic endopeptidase complex	22962013	C0239059	hops	C0208355	gngm	65596154	117464972	1	1
843	Cigarette smoke	ASSOCIATED_WITH	DNA Damage	22962013	C0239059	hops	C0012860	comd	65596177	117465020	1	1
844	Proteins	CAUSES	cell injury	22962013	C0033684	aapp	C0599732	comd	65596184	117465020	1	1
845	Cigarette smoke	INHIBITS	multicatalytic endopeptidase complex	22962013	C0239059	hops	C0208355	gngm	65596249	117465183	1	1
846	Cigarette smoke	INHIBITS	multicatalytic endopeptidase complex	22962013	C0239059	hops	C0208355	gngm	65596253	117465183	1	1
847	Epithelial Cells	PART_OF	Bronchial	22962013	C0014597	cell	C0205039	bpoc	65596352	117465326	1	1
848	Cigarette smoke	INHIBITS	multicatalytic endopeptidase complex	22962013	C0239059	hops	C0208355	gngm	65596356	117465326	1	1
849	Epithelial Cells	LOCATION_OF	multicatalytic endopeptidase complex	22962013	C0014597	cell	C0208355	aapp	65596362	117465326	1	1
850	Alveolar	LOCATION_OF	multicatalytic endopeptidase complex	22962013	C1440080	bpoc	C0208355	aapp	65596371	117465326	1	1
851	Lung	LOCATION_OF	multicatalytic endopeptidase complex	22962013	C0024109	bpoc	C0208355	aapp	65596442	117465574	1	1
852	Lung	PART_OF	Mus	22962013	C0024109	bpoc	C0026809	mamm	65596447	117465574	1	1
853	Cigarette smoke	AFFECTS	Lung	22962013	C0239059	hops	C0024109	bpoc	65596477	117465655	1	1
854	Consanguinity	PROCESS_OF	Family	22492991	C0009789	fndg	C0015576	humn	65745458	117759571	1	1
855	Consanguinity	PROCESS_OF	Family	22492991	C0009789	fndg	C0015576	humn	65745547	117759649	1	1
856	ALG13 gene	COEXISTS_WITH	DPAGT1 gene	22492991	C1823172	gngm	C1414133	gngm	65745651	117759886	1	1
857	PGM1 gene	AFFECTS	nucleotide-sugar biosynthesis	22492991	C1418516	gngm	C1157685	moft	65745657	117759886	1	1
858	Fibroblasts	PART_OF	Patients	22492991	C0016030	cell	C0030705	humn	65745675	117760030	1	0
859	Encounter due to singleton	PROCESS_OF	Family	22492991	C0481462	fndg	C0015576	humn	65745739	117760136	1	1
860	Screening procedure	TREATS	Congenital Disorders	22991164	C0220908	hlca	C0242354	dsyn	65879676	118024461	1	0
861	Disease	PROCESS_OF	Human	22991164	C0012634	dsyn	C0020114	humn	65879709	118024507	0	1
862	Serum	LOCATION_OF	alpha 1-Antitrypsin	22991164	C0229671	bdsu	C0002191	aapp	65879885	118024861	1	1
863	Anabolism	PROCESS_OF	glycosylation	22717794	C0220781	biof	C0017982	npop	66160799	118570916	1	1
864	Signal Transduction	PROCESS_OF	Gene Expression	21498622	C0037083	celf	C0017262	genf	66674571	119586281	1	1
865	Amylin	PART_OF	Human	23372685	C0063684	aapp	C0020114	humn	66986214	120204618	1	1
866	Amyloid	PART_OF	Amylin	23372685	C0002716	bacs	C0063684	aapp	66986216	120204618	1	1
867	Structure of beta Cell of islet	PRODUCES	Amylin	23372685	C0030281	cell	C0063684	aapp	66986270	120204764	1	1
868	Amylin	PART_OF	Human	23372685	C0063684	aapp	C0020114	humn	66986274	120204764	1	1
869	Amylin	ISA	Hormones	23372685	C0063684	aapp	C0019932	horm	66986276	120204764	1	1
870	Structure of beta Cell of islet	PRODUCES	Hormones	23372685	C0030281	cell	C0019932	horm	66986279	120204764	1	1
871	Amylin	PART_OF	Human	23372685	C0063684	aapp	C0020114	humn	66986314	120204829	1	1
872	Amylin	DISRUPTS	Cell membrane	23372685	C0063684	aapp	C0007603	celc	66986318	120204829	1	1
873	Amylin	PART_OF	Human	23372685	C0063684	aapp	C0020114	humn	66986451	120205075	1	1
874	Amylin	PART_OF	Human	23372685	C0063684	aapp	C0020114	humn	66986458	120205075	1	1
875	Amylin	PART_OF	Human	23372685	C0063684	aapp	C0020114	humn	66986479	120205192	1	1
876	alpha-Synuclein	ASSOCIATED_WITH	Parkinson Disease	22632969	C0285890	aapp	C0030567	dsyn	67026098	120283612	1	1
877	Adrenal gland hypofunction	COEXISTS_WITH	Glucocorticoid deficiency with achalasia	23956580	C0001623	dsyn	C0271742	dsyn	67064975	120367149	1	1
878	Glucocorticoid deficiency with achalasia	ISA	Multisystem disorder	23956580	C0271742	dsyn	C0559758	dsyn	67064977	120367149	1	0
879	Alacrima	COEXISTS_WITH	Glucocorticoid deficiency with achalasia	23956580	C0344505	cgab	C0271742	dsyn	67064978	120367149	1	1
880	Achalasia	COEXISTS_WITH	Glucocorticoid deficiency with achalasia	23956580	C1321756	fndg	C0271742	dsyn	67064983	120367149	1	1
881	Adrenal gland hypofunction	COEXISTS_WITH	Multisystem disorder	23956580	C0001623	dsyn	C0559758	dsyn	67064988	120367149	1	0
882	Alacrima	COEXISTS_WITH	Multisystem disorder	23956580	C0344505	cgab	C0559758	dsyn	67064992	120367149	1	0
883	Achalasia	COEXISTS_WITH	Multisystem disorder	23956580	C1321756	fndg	C0559758	dsyn	67064993	120367149	1	0
884	Motility	PROCESS_OF	Rattus norvegicus	23093985	C1510470	orgf	C0034693	mamm	67238764	120714100	1	1
885	Gastrointestinal Hemorrhage	PROCESS_OF	Woman	22584989	C0017181	patf	C0043210	humn	67609309	121440057	1	1
886	Addisonian crisis	PROCESS_OF	Woman	22584989	C0151467	dsyn	C0043210	humn	67609312	121440057	1	1
887	Glucocorticoid deficiency with achalasia	PROCESS_OF	Patients	22584989	C0271742	dsyn	C0030705	humn	67609347	121440160	1	0
888	Cells	PART_OF	Myocardium	22003057	C0007634	cell	C0027061	tisu	67984700	122169642	1	1
889	Cardiac	LOCATION_OF	Cells	22003057	C1522601	spco	C0007634	cell	67984742	122169714	1	1
890	Protein Processing, Post-Translational	AFFECTS	Proteins	22003057	C0033666	moft	C0033684	gngm	67984786	122169825	1	1
891	Cardiac	LOCATION_OF	Cells	22003057	C1522601	spco	C0007634	cell	67984908	122169992	1	1
892	Melatonin	AFFECTS	Aging	23985544	C0025219	horm	C0001811	orgf	68093065	122386481	1	1
893	Impaired cognition	PROCESS_OF	Elderly	23985544	C0338656	fndg	C0001792	humn	68093122	122386605	1	1
894	MOTOR DEFICIT	PROCESS_OF	Elderly	23985544	C0746626	patf	C0001792	humn	68093125	122386605	1	1
895	Atrophic	MANIFESTATION_OF	Aging	23985544	C0333641	patf	C0001811	orgf	68093166	122386659	1	1
896	Neural Development	COEXISTS_WITH	Aging	23985544	C0814002	orgf	C0001811	orgf	68093203	122386743	1	1
897	Cell Cycle	COEXISTS_WITH	Aging	23985544	C0007586	celf	C0001811	orgf	68093253	122386834	1	1
898	Melatonin	AFFECTS	Neural Development	23985544	C0025219	horm	C0814002	orgf	68093330	122387062	1	1
899	Selenoproteins	AFFECTS	Stress	23904445	C0074302	aapp	C0038435	fndg	68382127	122980292	1	1
900	Toxic effect	PROCESS_OF	Human	23904445	C0600688	inpo	C0020114	humn	68382159	122980360	1	1
901	Cysteine	COEXISTS_WITH	Proteins	23904445	C0010654	aapp	C0033684	gngm	68382182	122980434	1	1
902	Plants	LOCATION_OF	Selenoproteins	23904445	C0032098	plnt	C0074302	aapp	68382326	122980720	1	1
903	Medulla	LOCATION_OF	Stress	23608659	C1305694	bpoc	C0038435	fndg	68959465	124120251	1	1
904	Hypertensive disease	PROCESS_OF	Rats, Inbred SHR	23608659	C0020538	dsyn	C0034705	mamm	68959468	124120251	1	1
905	Stress	COEXISTS_WITH	Hypertensive disease	23608659	C0038435	fndg	C0020538	dsyn	68959518	124120377	1	1
906	Oxidative Stress	AFFECTS	neurogenic hypertension	23608659	C0242606	comd	C0597048	dsyn	68959561	124120418	1	1
907	Medulla	LOCATION_OF	Stress	23608659	C1305694	bpoc	C0038435	fndg	68959591	124120485	1	1
908	RNA	PART_OF	PROTEIN KINASE	23608659	C0035668	bacs	C0033640	aapp	68959632	124120549	1	1
909	RNA	AUGMENTS	Medulla	23608659	C0035668	nnon	C1305694	bpoc	68959637	124120549	1	1
910	Medulla	PART_OF	Rats, Inbred SHR	23608659	C1305694	bpoc	C0034705	mamm	68959664	124120677	1	1
911	2,2,6,6-tetramethyl-4-piperidinol-N-oxyl	INHIBITS	Stress	23608659	C0045283	phsu	C0038435	fndg	68959671	124120677	1	1
912	Angiotensin II	CAUSES	Stress	23608659	C0003009	gngm	C0038435	fndg	68959722	124120761	1	1
913	Medulla	LOCATION_OF	Tunicamycin	23608659	C1305694	bpoc	C0041385	bacs	68959730	124120761	1	1
914	Tunicamycin	CAUSES	Stress	23608659	C0041385	antb	C0038435	fndg	68959734	124120761	1	1
915	Medulla	LOCATION_OF	Stress	23608659	C1305694	bpoc	C0038435	fndg	68959737	124120761	1	1
916	Angiotensin II	CAUSES	Oxidative Stress	23608659	C0003009	aapp	C0242606	comd	68959743	124120761	1	1
917	Induction	TREATS	Rats, Inbred WKY	23608659	C0857127	topp	C0034709	mamm	68959748	124120761	1	1
918	Induction	TREATS	Rats, Inbred WKY	23608659	C0857127	topp	C0034709	mamm	68959755	124120761	1	1
919	Lysosomal-Associated Membrane Protein 2	AUGMENTS	Medulla	23608659	C0125272	aapp	C1305694	bpoc	68959776	124120919	1	1
920	Medulla	PART_OF	Rats, Inbred SHR	23608659	C1305694	bpoc	C0034705	mamm	68959779	124120919	1	1
921	Autophagy	PROCESS_OF	Rats, Inbred SHR	23608659	C0004391	celf	C0034705	mamm	68959806	124120986	1	1
922	Medulla	LOCATION_OF	Stress	23608659	C1305694	bpoc	C0038435	fndg	68959845	124121035	1	1
923	Induction	PREDISPOSES	neurogenic hypertension	23608659	C0857127	topp	C0597048	dsyn	68959851	124121035	1	1
924	Histone Deacetylase	AFFECTS	Cell Death	21074897	C0019643	aapp	C0007587	celf	69099876	124390049	1	1
925	resveratrol	STIMULATES	SIRT1 gene	21074897	C0073096	orch	C1423062	gngm	69099923	124390148	1	1
926	Cell Death	COEXISTS_WITH	Apoptosis	21074897	C0007587	celf	C0162638	celf	69099959	124390193	1	1
927	resveratrol	ISA	Therapeutic procedure	21074897	C0073096	orch	C0087111	topp	69099999	124390269	1	0
