pmid	stype	text	concept_id
24694815	d	Alzheimer 's and Parkinson diseases	D000544
24694815	c	S-nitrosylated	None
20097158	c	S-nitrosylated	None
21597461	c	S-nitrosylated	None
24694815	c	4-phenylbutyric acid	C075773
17141508	c	4-phenylbutyric acid	C075773
24694815	c	4-PBA	C121358
21852685	c	4-PBA	C121358
24694815	c	4-methoxyphenyl	C522379
24694815	c	butanoic acid	D020148
23201762	d	Parkinson 's and Huntington 's diseases	D006816
15856219	c	AmyQ	C524799
15856219	c	Mg	D008274
21329795	d	autoimmune disorders	D001327
21177787	c	valosin	C046951
21318260	c	valosin	C046951
21177787	c	vitamin E	D014810
23620205	c	vitamin E	D014810
21670697	c	vitamin E	D014810
24940038	c	vitamin E	D014810
10420116	c	vitamin E	D014810
22962013	d	alveolar	D002282
23659799	d	alveolar	D002282
22962013	c	CSE	None
18436705	d	beta-cell failure	D002292
20564553	c	D-aspartic acid	C007792
20564553	c	D-Asp	C108952
23173958	d	retinal cell death	D012164
16679556	c	A53T alpha-synuclein	C024220
16679557	c	A53T alpha-synuclein	C024220
16679556	c	zinc superoxide	D013481
16679556	c	Cu	D003300
21953831	c	rasagiline	C031967
21953831	c	propargylamine	C009054
21953831	c	aminoindan	C006545
21953831	c	MAO-B	None
21953831	c	glyceraldehyde 3-phosphate	D005986
21953831	c	MAO	None
16679557	d	neurodegeneration-linked	D019636
16679557	c	Schizosaccharomyces	C089516
16679557	c	thiamine	D013831
19211097	c	thiamine	D013831
21235576	d	synucleinopathies	None
20019751	d	synucleinopathies	None
24685484	d	familial-Amyotrophic Lateral Sclerosis	C531617
24685484	c	CuZn-superoxide	D013481
15066783	c	NaCl	D012965
16980445	c	NaCl	D012965
15066783	c	NaCl environments	D012965
15955073	c	L-3,4-dihydroxyphenylalanine	D007980
15955073	c	DOPA	D007980
23133622	c	TAU	C513706
19644374	c	TAU	C513706
23133622	d	neurodegeneration and cancer	D009369
23025503	c	peroxiredoxin	None
17205608	c	peroxiredoxin	None
24424024	c	peroxiredoxin	None
23025503	c	oxygenated thiol	D013438
23487286	d	metal dyshomeostasis	D013651
16325427	d	metal dyshomeostasis	D013651
22788868	d	metal dyshomeostasis	D013651
25036887	d	metal dyshomeostasis	D013651
23487286	d	Abeta aggregation	D001791
23931435	d	Abeta aggregation	D001791
23487286	c	3-hydroxy-4-pyridinone	C035877
23487286	c	benzothiazole	D052160
22588482	c	cadmium	D002104
21821289	c	cadmium	D002104
25795390	c	cadmium	D002104
22588482	c	NADP	D009249
21139979	d	retinopathies	D012164
11053301	d	retinopathies	D012164
21139979	c	AMD	C033234
20238041	c	AMD	C033234
19274853	c	AMD	C033234
21139979	d	AMD	D006009
24667411	d	AMD	D006009
20238041	d	AMD	D006009
20238046	d	AMD	D006009
19274853	d	AMD	D006009
21139979	c	UBE2E2	D004958
21074897	d	neuronal cell death	D009410
20875400	d	neuronal cell death	D009410
21074897	c	Resveratrol	C059514
24451142	c	Resveratrol	C059514
25859006	c	Resveratrol	C059514
21074897	c	106-126	C077829
20875400	c	106-126	C077829
23370284	d	PrP amyloid deposits	D058225
23370284	c	amyloidogenic ME7	C468911
23370284	d	cerebral amyloidosis	C538248
22757585	d	Parkinsonian	D020734
16375772	d	Parkinsonian	D020734
22291504	d	Parkinsonian	D020734
16179542	d	Parkinsonian	D020734
21117312	c	alpha beta-peptide	C002934
21117312	c	alpha-synucleine	C023888
21117312	c	catecholamine	D002395
21823215	c	catecholamine	D002395
21117312	c	adrenaline	D004837
21117312	c	noradrenaline	D009638
23904445	d	toxicities	D064420
23904445	c	selenium	D012643
9895229	c	selenium	D012643
11473058	c	selenium	D012643
10625218	c	selenium	D012643
23904445	c	selenocysteine	D017279
25057947	d	protein homeostasis in Caenorhabditis	D011488
25057947	d	cognitive neurodegenerative disorder	D003072
25057947	c	Mn	D008345
23758052	c	Mn	D008345
21221911	c	GBA	C032382
21221911	c	glucosylceramide	D005963
21221911	d	lipid metabolism	D052439
24628274	d	mitochondrial damage	D028361
22675362	d	mitochondrial damage	D028361
21242307	c	ATP7B	C504190
22130675	c	ATP7B	C504190
21242307	d	copper deficiency	C535468
21242307	d	toxicity disorders	D064420
21242307	d	Wilson diseases	D006527
22130675	d	Wilson diseases	D006527
21242307	c	ATP7A	D000255
22130675	c	ATP7A	D000255
23799141	d	Cerebral autosomal dominant arteriopathy	D020943
23799141	d	infarcts	D007238
23799141	d	leukoencephalopathy	D056784
23799141	d	hereditary systemic vasculopathy	C566007
21881852	d	hereditary systemic vasculopathy	C566007
23799141	c	cysteinylglycine	C028505
23799141	c	3-nitrotyrosine	None
23799141	c	Br-GSH	D005978
24292530	d	cartilage diseases	D002357
24220679	d	Heat-shock protein dysregulation	D012769
24220679	d	TDP	D016171
19644374	d	TDP	D016171
24220679	c	17-AAG	C112765
24220679	d	TDP-43 aggregation	D001791
24220679	d	HSP dysregulation	C537483
22654104	c	Met-212	C014896
16375772	d	Parkin-deficient	None
16375772	c	6-hydroxydopamine	D016627
20411774	c	6-hydroxydopamine	D016627
18514411	c	6-hydroxydopamine	D016627
16375772	c	methamphetamine	D008694
16375772	c	E3	D017308
17079513	c	E3	D017308
16179542	c	E3	D017308
16375772	c	METH	D008694
16375772	c	6-OHDA	D016627
20411774	c	6-OHDA	D016627
18514411	c	6-OHDA	D016627
16375772	d	neurotoxins	D020258
16375772	c	rotenone	D012402
24451142	c	rotenone	D012402
24374334	c	rotenone	D012402
17079513	c	rotenone	D012402
21056633	c	rotenone	D012402
16375772	d	parkinsonism in Parkin-deficient	D010302
18258197	c	co-chaperone	D003035
24983882	c	co-chaperone	D003035
18773310	c	co-chaperone	D003035
21266258	c	S-nitrosylation	None
17465882	c	S-nitrosylation	None
21597461	c	S-nitrosylation	None
24483600	c	S-nitrosylation	None
21266258	c	P-SNO	C474014
21266258	c	P-SSG	C411257
21266258	c	PDI-SNO	C476736
20926387	c	guanine nucleotide	D006150
20926387	d	heat shock	D012769
14685250	d	heat shock	D012769
22727421	d	heat shock	D012769
24837749	d	Lysosomal storage diseases	D016464
24837749	d	systemic disease	D034721
23123197	d	systemic disease	D034721
24837749	d	traumas	D014947
16636274	c	Disulfide	D004220
20097158	c	Disulfide	D004220
16636274	c	Zn-superoxide	D013481
24847211	c	Zn-superoxide	D013481
16636274	d	neurodegenerative disease amyotrophic lateral sclerosis	D000690
16636274	d	motor neuronal death	D016472
24710074	c	3-hydroxy-3-methylglutaryl-coenzyme A	C008047
24710074	d	dyshomeostasis of metal ions	D013651
24710074	c	amyloid-beta	C544092
25589730	c	amyloid-beta	C544092
22174920	c	amyloid-beta	C544092
24710074	d	AD neuropathogenesis	D000544
24954676	d	Huntington 's disease	D006816
24070869	d	Huntington 's disease	D006816
24248470	d	Huntington 's disease	D006816
17274531	d	Huntington 's disease	D006816
16315367	d	Sporadic inclusion-body myositis	D018979
16432144	d	Sporadic inclusion-body myositis	D018979
24585203	d	cardiac diseases	D006331
24585203	d	congestive heart failure	D006333
21098724	d	congestive heart failure	D006333
24585203	d	cardiomyocyte death	D003643
23733125	d	retinal ganglion cell degeneration	D012162
23733125	d	exfoliation syndrome	D017889
23733125	d	vascular abnormalities	D014652
22451513	d	atherosclerosis or vascular dysfunction	D050197
17274525	d	amyloid toxicity	D064420
22473941	d	MDB	D008527
22473941	c	5 diethoxycarbonyl-1,4-dihydrocollidine	C530773
24486383	d	Gardenia jasminoides	None
24486383	d	polyQ aggregation	D001791
22645345	d	polyQ aggregation	D001791
21513696	d	polyQ aggregation	D001791
24486383	c	polyQ	C097188
22645345	c	polyQ	C097188
21513696	c	polyQ	C097188
18697612	c	polyQ	C097188
24486383	d	Spinocerebellar ataxias	D020754
24486383	c	geniposide	C007835
24486383	c	crocin	C029036
24486383	c	genipin	C007834
25482050	d	CNS injuries	D020196
25482050	d	ER dysfunction	D012735
25482050	d	brain injuries	D001927
25482050	d	acute injuries	D000208
21466851	d	prion infection	D017096
21466851	d	prion disease	D017096
19416900	d	prion disease	D017096
24450868	d	prion disease	D017096
21466851	c	None	None
21821289	c	None	None
16325427	d	neuronal damage	D009410
22091597	d	neuronal damage	D009410
24553923	d	neuronal damage	D009410
20013185	d	neuronal damage	D009410
18514411	d	neuronal damage	D009410
22091597	d	metal ion dyshomeostasis	D013651
23506614	d	metal ion dyshomeostasis	D013651
25773481	d	metal ion dyshomeostasis	D013651
21881852	d	cerebral autosomal dominant arteriopathy and leukoencephalopathy	D046589
23820623	d	blood glucose homeostasis	C536830
23820623	c	DM	D003915
17560946	c	L-canavanine	C492948
17560946	c	lactacystin	C067713
12437574	c	lactacystin	C067713
15480836	c	lactacystin	C067713
17560946	c	MG-132	C072553
20981255	c	MG-132	C072553
19017362	c	MG-132	C072553
19624258	d	tremor	D014202
23054368	d	tremor	D014202
19624258	d	bradykinesia	D018476
19624258	d	muscular rigidity	D009127
19624258	d	autonomic dysfunctions	C563939
19624258	d	parkinsonian brain	D020734
19555823	d	familial PD	D010300
23820032	c	polyphenols	D059808
23624402	c	p-eIF2alpha	C023888
21318260	c	p-eIF2alpha	C023888
23624402	c	eIF2alpha-phosphorylation	C084077
24523414	c	H2O2	D006861
22395138	c	H2O2	D006861
24523414	d	Abeta back	D001416
24523414	d	coordination via Nepsilon	D001259
12625122	d	inherited genetic defects	D030342
12625122	d	recessive disorders	D030342
16357160	c	Bortezomib	C400082
16357160	c	boronic acid dipeptide	D004151
16357160	d	protein aggregation and proteotoxicity	D001796
16357160	c	cycloheximide	D003513
17395740	c	cycloheximide	D003513
24424024	c	cycloheximide	D003513
17047309	c	UBA	C066926
19046967	d	Primary Open Angle Glaucoma	D005902
16259785	d	arteriosclerosis and neurodegenerative diseases	D001161
20453928	c	triglyceride	D014280
19116308	c	Ro	C079672
18160291	d	inclusion body myositis	D018979
18160291	d	Viral infection	D014777
22595372	d	brain disorder	D001927
22595372	d	loss of cognitive functioning	D003072
22595372	c	amyloid-b peptide	C544092
22645345	d	Caenorhabditis elegans	None
24451142	d	complex neurodegenerative disorder	D019636
24451142	c	phytoalexin resveratrol	C011991
23764168	c	Ca2	D002118
12942175	c	Ca2	D002118
24381531	c	Ca2	D002118
23764168	g	calnexin	821
23764168	g	Ca2+ / calmodulin-dependent protein kinase	760
23764168	g	endoplasmin	7184
23764168	g	Grp78	14828
21745715	d	sporadic Amyotrophic Lateral Sclerosis	C566291
21877044	d	sporadic Amyotrophic Lateral Sclerosis	C566291
23473707	c	Amyloid beta peptides	C544092
23473707	d	neurodegenerative brain disorder	D001927
23473707	d	neuronal toxicity	D009410
25036887	d	neuronal toxicity	D009410
17300982	d	neuronal toxicity	D009410
23473707	c	8-oxoguanine	C024829
23473707	d	OS	C567932
22143807	d	acute infection	D000208
22143807	d	lupus erythematous	D008180
22143807	d	SLE	D008180
22143807	c	Mn-superoxide	D013481
25795214	c	luminal co-chaperone	D010634
17191135	c	hydroxynonenals	C027576
17274531	c	hydroxynonenals	C027576
17191135	c	carbon monoxide	D002248
17191135	c	biliverdin	D001664
17274531	c	biliverdin	D001664
17191135	c	bilirubin	D001663
17274531	c	bilirubin	D001663
17191135	d	inappropriate inflammation	D007249
17191135	d	brain injury	D001927
17274531	d	brain injury	D001927
17191135	c	Curcumin	D003474
25437204	c	Curcumin	D003474
19199987	c	Curcumin	D003474
25463275	c	Curcumin	D003474
20097158	c	Curcumin	D003474
17274531	c	Curcumin	D003474
23983898	c	Sulforaphane	C016766
19797762	c	Sulforaphane	C016766
23983898	d	chronic neurodegenerative diseases	D002908
23983898	d	ischemic	D007511
24928088	d	ischemic	D007511
23983898	d	traumatic brain injury	D001930
24323417	d	traumatic brain injury	D001930
23983898	d	excitotoxicity	None
14739060	d	excitotoxicity	None
23026704	d	excitotoxicity	None
18930814	d	excitotoxicity	None
20800593	d	excitotoxicity	None
22675362	d	excitotoxicity	None
23983898	c	isothiocyanate sulforaphane	C016766
23983898	c	glucosinolate glucoraphanin	C119494
18701222	d	dyshomeostasis	None
18701222	d	Chlamydia pneumoniae	D002690
22899188	d	Chlamydia pneumoniae	D002690
21513696	d	Huntington disease	D006816
21513696	d	HD	D006816
24070869	d	HD	D006816
17274531	d	HD	D006816
21513696	c	isonicotinamide	C027681
21266191	c	withaferin A	C009684
21266191	d	renal carcinoma	D002292
21266191	d	Withania somnifera	None
21266191	c	eIF-2 alpha	C084077
21266191	c	N-acetyl cysteine	D000111
17141508	c	N-acetyl cysteine	D000111
17922515	c	N-acetyl cysteine	D000111
9895229	c	N-acetyl cysteine	D000111
11473058	c	N-acetyl cysteine	D000111
10625218	c	N-acetyl cysteine	D000111
21266191	c	NAC	C086501
21219471	d	Neisseria meningitidis	D016870
21219471	d	DsbA oxidoreductases in Neisseria meningitidis	D054882
21219471	c	dithiothrietol	None
21219471	d	N. meningitidis	C536108
21219471	d	meningococcal	D008589
20700712	d	Huntington	D006816
20700712	c	sodium citrate	C102006
22122400	d	handling impairment	C562385
22122400	d	glial cell dysfunction	D005910
22122400	d	AD deterioration	D000544
22122400	d	dementing disorder	D009358
25437204	c	amyloids	C544092
25589730	c	amyloids	C544092
14655766	c	amyloids	C544092
15054084	d	neuronal cell toxicity	D009410
17141508	c	alpha-tocopherol	D024502
11473058	c	alpha-tocopherol	D024502
7720397	c	alpha-tocopherol	D024502
17141508	c	glycerol	D005990
17141508	c	trimethylamine-N-oxide	C005855
22788868	c	Q212P	C014896
22788868	d	copper coordination	C535468
25256239	c	ultrafine	C043595
25256239	d	systemic inflammation	D007249
25256239	d	hyperphosphorilated tau	C536599
25256239	d	neuroinflammation and neurodegeneration	D019636
23509683	d	neuroinflammation and neurodegeneration	D019636
20981255	d	aggregation and functional abnormalities	D001791
20981255	c	geldanamycin	C001277
20981255	d	retinal cell deterioration	D002292
18443813	c	IFs	None
18443813	c	K7	D011188
18443813	d	end-stage liver disease	D058625
18443813	d	acute liver failure	D017114
25902754	d	acute liver failure	D017114
18443813	d	ALF	D017114
25902754	d	ALF	D017114
18443813	d	chronic hepatitis C	D019698
18443813	d	hepatotoxic	D056486
18443813	c	5-diethoxycarbonyl-1,4-dihydrocollidine	C530773
20875400	d	neurocytotoxicity	None
20875400	d	Parkinson 's and Alzheimer 's diseases	D000544
23536801	d	Parkinson 's and Alzheimer 's diseases	D000544
24323417	c	DHA	C111716
24323417	d	DHA	C538228
24323417	c	resolvins	C545423
24323417	c	inositol trisphosphate	C092449
24148766	c	tetrahydrobiopterin	C003402
22370090	c	ER chaperone	C060915
22370090	c	chaperone GRP78	C434743
16788740	c	chaperone GRP78	C434743
22370090	c	complex chaperone	C508300
22370090	c	Pb	D007854
12419809	c	3-Mercaptopyruvate	C008366
12419809	d	Leishmania	None
25224909	d	Leishmania	None
12419809	c	Cytosolic 3-mercaptopyruvate	C008366
12419809	d	Leishmania major and Leishmania	D004830
12419809	d	Trypanosoma cruzi and Trypanosoma brucei	None
12419809	c	thiocyanate	C031760
12419809	c	thiosulfate	D013885
12419809	c	peroxide	D010545
16481626	c	peroxide	D010545
10420116	c	peroxide	D010545
12419809	d	hypo-sulfur stress	C564972
21877044	d	genetic abnormalities	D030342
25432731	d	genetic abnormalities	D030342
21877044	d	emergent virus	D004630
16981824	d	fronto-temporal dementia	D003704
16981824	d	Parkinsonism linked	C564486
16981824	d	tau aggregation	D001791
17141205	d	heat shock proteins	D012769
22727421	d	heat shock proteins	D012769
19017362	d	heat shock proteins	D012769
17141205	d	atherogenesis	D050197
22847264	d	autosomal recessive parkinsonian syndrome	D010300
22847264	d	gene defects	612336
22847264	c	ATP13A2	D000255
16964263	c	ATP13A2	D000255
22046318	c	celastrol	C050414
22046318	c	thioredoxins	C000593135
22917841	c	ATG7	C462079
15485913	c	stanniocalcin 2	C114997
15485913	c	stanniocalcin	C114997
23185553	d	Parkinson and transthyretin amyloidosis	C567782
23185553	c	prolyl-cis-trans	C105492
12947384	d	cancerous	D009369
12947384	c	peptide boronic acid	D001897
12947384	d	hematogenous tumors	D009369
23040364	d	autoinflammatory disease	D056660
23040364	d	tumour necrosis	D009336
23040364	d	autoinflammatory syndromes	D056660
23040364	d	chronic inflammation	D007249
23040364	d	periodic fever syndrome	D056660
23040364	d	TRAPS	C536657
21852685	d	idiopathic pulmonary fibrosis	D054990
23659799	d	idiopathic pulmonary fibrosis	D054990
25580849	c	oligomeric alpha-Syn	C525256
25580849	c	D-PUFAs	C007792
25580849	d	neuronal cell loss	D002292
25580849	c	aggregated alpha-synuclein	C035387
19492089	d	escalates aggregation	D001791
19492089	d	Huntington 's and Machado-Joseph diseases	D017827
19492089	d	intracellular dysfunction	D015270
19492089	d	polyglutamine disorders	D009358
19199987	d	neurotoxic brain damages	D020258
19199987	c	tramiprosate	C001355
25106632	d	neurodegeneration in genetic Parkinson 's disease	D010300
25106632	d	Parkin gene defects	612336
19716418	d	multiple sclerosis brain lesions	D009103
19716418	d	multiple sclerosis	D009103
19716418	d	MS lesions	D009103
19716418	d	astrocytoma	D001254
25463275	d	atrial fibrillation	D001281
25463275	d	AF	D001281
25463275	d	amyloidosis	D000686
19018796	d	amyloidosis	D000686
19538145	d	amyloidosis	D000686
23218398	d	amyloidosis	D000686
25463275	c	gamma-ketoaldehydes	D020888
25463275	c	amyloid beta1-42	C544092
25463275	c	gamma-KA	D007608
25463275	c	Salicylamine	None
25463275	d	atrial cell injury	D002292
23608659	d	hypertensive	D006973
23608659	d	neurogenic hypertension	D006973
23608659	c	3-II	C069545
23608659	c	LC3-II	C016885
17941056	c	eIF2 alpha	C084077
17941056	c	thapsigargin	D019284
18171607	c	Metallothionein	C060487
18171607	c	thiolate	C545158
23508734	d	cardiac inflammation	D007249
23508734	d	UPS-functional adaptation	D017118
20097158	c	masoprocol	D009637
24517367	c	3,4-dihydroxybenzoic acid	C009091
24517367	d	neurodegeneration process	D019636
24517367	c	2-diphenyl-2-picrylhydrazyl	C004931
24517367	c	DPPH	C004931
24517367	c	Trolox	C010643
9895229	c	Trolox	C010643
11473058	c	Trolox	C010643
10625218	c	Trolox	C010643
24517367	c	butyryl	C024343
25859006	d	pseudoachondroplasia	C535819
25859006	d	PSACH	C535819
25859006	d	inflammation play important	D007249
25859006	c	aspirin	D001241
3409987	c	aspirin	D001241
12878036	c	PAGE	C113433
17971041	c	poly-ubiquitin	C047192
12437574	c	poly-ubiquitin	C047192
12791139	d	Staphylococcus aureus stress tolerance	D011023
12791139	d	skin abscess	D000038
12791139	c	alpha-haemolysin	C021091
24157661	d	brain ischemia	D002545
24157661	d	cerebral ischemic injury	D001930
24157661	d	UPS dysfunction	D017118
19416900	c	Met	C022877
19416900	c	norleucine	C031684
19416900	c	methoxinine	None
17275686	c	prooxidant BSO	C065566
20019751	d	Parkinson	D010302
20019751	d	Huntington 's	D006816
25673330	d	Huntington 's	D006816
24553923	d	behavioral abnormalities	D001523
24553923	d	neuronal injury	D009410
24553922	d	metabolic failure	D008659
24553922	c	rhodopsin	D012243
24553922	d	PN degeneration	C565820
24553922	d	mitigated PN degeneration	C565820
24553922	d	mitochondrial failure	D028361
24553922	d	PN dysfunction	C565820
17465882	d	neuronal cell death or neurodegeneration	D009410
17465882	d	neural dysfunction	D015441
17465882	d	sporadic neurodegenerative diseases	D019636
22860226	c	DA	D004298
20411774	c	DA	D004298
18384645	c	DA	D004298
17079513	c	DA	D004298
21056633	c	DA	D004298
18514411	c	DA	D004298
18182047	c	DA	D004298
22860226	d	alpha-S aggregation	D001791
20953507	c	benzoate	D001565
20953507	c	phenol	D019800
20953507	c	peptidyl-prolyl cis-trans	C105492
20953507	c	phosphatidylserine	D010718
20953507	c	pseudouridine	D011560
19769414	d	HSPs	C580453
24983882	c	FITC-PIF	C042057
24983882	c	Biotin-PIF	C042057
24983882	c	prolyl-4	C065612
24983882	c	BAG-3	C476038
24983882	c	PIF amino acid	C042057
16691116	c	PERK-eIF2alpha	C084077
12437574	d	SOD1-linked familial amyotrophic lateral sclerosis	C531617
12437574	c	chymotrypsin	C093336
25047918	c	KO	C055943
17395740	c	aminotriazole	D000640
17395740	c	taurine	D013654
17395740	c	epoxomicin	C078846
17395740	c	3MA	C000592890
23620205	d	rotifer Brachionus calyciflorus Pallas	None
23620205	c	DR	C056239
23941283	d	UMN	None
23941283	c	UMN	C528512
23941283	c	LMN	C533368
23941283	d	neuron degeneration	D009410
18514411	d	neuron degeneration	D009410
23941283	d	glutamate excitotoxicity	C537425
23533690	d	glutamate excitotoxicity	C537425
19011102	d	hemophilia A	D006467
22291504	c	Coenzyme Q10	C024989
22291504	c	vitamin D	D014807
25589730	d	Parkinson 's and Alzheimer	D000544
24450868	d	scrapie infection	D012608
24936186	d	retinal damage	D012164
24936186	d	optic neuropathy	D009901
24936186	d	degeneration of neuronal	D009410
24936186	d	retinal ganglion cell loss	D002292
24936186	d	visual field loss	D014786
24936186	d	retinal degenerative damage	D019636
24936186	d	shock proteins	D012769
22450329	d	shock proteins	D012769
17274531	d	shock proteins	D012769
24936186	d	neurodegenerative diseases and glaucomatous apoptosis	D019636
24936186	c	F2-isoprostanes	C580711
23026704	d	astrocytic disease	D001254
23026704	d	genetic abnormalities and type of neuronal death	D030342
23026704	d	impaired trophic	D060825
21414908	d	Alexander disease	D038261
22367689	c	HaCaT	C074743
22367689	c	Tubastatin A	C553587
24374334	d	impaired UPS	D017118
24374334	d	rotenone neurotoxicity	D020258
19299643	d	mechanical dysfunction	D041781
19299643	c	DRM	C486399
19299643	d	mitochondrial deficiencies	D028361
19299643	d	contractile dysfunction	D012735
19299643	c	xanthine	D019820
19299643	c	oxypurinol	D010117
19299643	d	cardiac contractile function	D006331
19299643	d	mitochondrial deficiency	D028361
19299643	d	DRM	601419
23506614	d	numerous neurodegenerative diseases	D019636
23986815	c	cochaperone BAG3	C476038
23986815	c	BAG3	C476038
23986815	d	virus infection	D014412
24667411	d	retinal pigment epithelium	C536309
24667411	d	dysfunction of the retinal pigment epithelium	C536309
21478149	c	Nicotinamide mononucleotide	D009537
21478149	d	Neurodegenerative conditions	D019636
12942175	d	Neurodegenerative conditions	D019636
22237704	d	Neurodegenerative conditions	D019636
21478149	d	degeneration in Drosophila	D009410
21266239	d	hepatic inflammation	D056486
24256261	d	motoneuron death	D003643
18304576	c	4-hydroxy-2-nonenal	C027576
17255094	c	4-hydroxy-2-nonenal	C027576
23369945	c	4-hydroxy-2-nonenal	C027576
18304576	c	amyloid fibril	D016229
23746301	c	chaperone Hsp104	C494661
24928088	d	hemorrhagic diseases	D006470
24928088	c	O2	D013481
22395138	c	O2	D013481
25821552	c	acrolein	D000171
25821552	d	lung injury	D008171
25821552	c	GADD34	C086470
25821552	d	Chronic obstructive pulmonary disease	D029424
21318260	d	Chronic obstructive pulmonary disease	D029424
19797762	d	Chronic obstructive pulmonary disease	D029424
25821552	d	respiratory diseases	D012140
25821552	d	pulmonary damage	D008171
25821552	c	IF2alpha	C084077
21318260	d	chronic lung disease	D029424
21318260	d	proteostasis-imbalance in emphysema	D057165
19644374	d	cognitive disorders	D003072
19644374	d	Neurodegenerative brain diseases	D001927
19644374	d	frontotemporal degeneration and Lewy body disease	D020961
19644374	d	neurodegenerations	D019636
18773310	c	bipyridyl herbicides	D006540
25673330	d	Alzheimer 's diseases	D000544
25673330	c	amyloid-beta-peptide	C544092
24496572	c	amyloid-beta-peptide	C544092
24070869	d	polyglutamine aggregation	D001791
17765679	g	ATF6alpha	226641
17765679	g	PERK	13666
17765679	g	IRE1alpha	78943
17765679	d	embryonic	D020964
20536399	d	copper ion homeostasis	C535468
22899188	d	multiple damage in infected	D002494
22899188	d	synaptopathies and neuronal death	D009410
24792589	d	vascular disorders	D014652
24792589	d	retinal dysfunction and degeneration	D012162
15158159	c	actinomycin D	D003609
21779322	c	FA	D005446
21779322	d	inherited ataxias	D013132
21779322	d	FH	143890
21779322	d	impairs locomotor ability	D009069
21779322	d	brain degeneration	D017825
19018796	d	familial amyloidosis	D028226
19018796	d	Familial amyloidotic polyneuropathy	D028227
19018796	c	FAP	C048184
20238041	d	multi-factorial disease	C564969
20238041	d	end-stage disease	D058625
20238046	d	vision loss	D014786
22329651	d	costly disease	D004194
22329651	c	amyloid-beta peptides	C544092
22191795	c	amyloid-beta peptides	C544092
22329651	d	IGF deficiency	C564816
22191795	d	IGF deficiency	C564816
22329651	d	impaired insulin	D007333
22329651	d	impaired energy metabolism	D011502
22191795	d	impaired energy metabolism	D011502
18384645	c	DA quinone	C104705
22809627	c	sulfinic acid	D013441
22809627	c	aspartic acid	C403564
17020792	c	383 amino acid	C006093
17079513	d	rotenone disrupts vesicular	D019958
25355138	d	Lewy body dementia	D020961
25355138	c	tensin	C406010
21098724	c	carbonyls	C523341
20159828	c	carbonyls	C523341
23595396	d	retinal ganglion	D045888
23595396	d	excitotoxic damage	D001927
23595396	d	axonal transport failure	C536880
22191795	d	AbetaPP-Abeta	None
22191795	d	deficits in energy metabolism	D011502
22191795	d	hyperinsulinaemia to cognitive impairment and neurodegeneration	D003072
22191795	d	AbetaPP-Abeta accumulation	C579880
22191795	d	AbetaPP-Abeta fibril toxicity	D001281
25432731	d	ataxias	D001259
25714483	d	Stress and Proteotoxicity	D015775
25714483	d	obesity-associated metabolic abnormalities	D009765
25714483	d	dysregulated	D021081
25714483	d	proteasomal dysfunction	D012735
25714483	d	impaired proteostasis	D057165
22130675	d	copper deficiency and copper toxicity disorders	C535468
15582282	d	hippocampus-dependent memory to impairment	D008569
16006679	d	dysfunctional aggregation	D001791
17274531	d	dysfunctional aggregation	D001791
15480836	d	mesencephalic	D020295
18182047	d	mesencephalic	D020295
23369945	d	mesencephalic	D020295
15480836	c	carbobenzoxy-L-leucul-L-leucyl-L-leucinal	None
15480836	c	canavanine	C410363
12942175	d	systemic amyloidosis	D009101
12942175	d	necrotic cell death	D002292
21615270	d	dysfunction	D012735
22237704	d	Alzheimer 's and Huntington	D006816
22237704	d	inflammation and neurodegeneration	D007249
22237704	d	neuro-degenerative brain	D019636
21411979	d	impairment of movement coordination	D001259
21411979	c	alpha-Syn	C525256
21411979	d	trauma	D014947
20160114	c	aminoacyl	C558391
21988495	c	aminoacyl	C558391
20160114	c	Hydrogen peroxide oxidized cysteine182	D006861
21823215	c	isoproterenol	D007545
21823215	c	ISO	D007545
21823215	d	cardiotoxicity	D066126
20013185	d	vascular disease	D014652
20013185	c	Acetylcarnitine	D000108
20013185	c	LAC	C060808
22110961	d	endoplasmic reticulum stress	D008228
22110961	d	alcoholic disorders	D000437
22110961	c	acetaldehyde	D000079
22110961	c	S-adenosylmethionine	D012436
22110961	c	S-adenosylhomocysteine	D012435
22174920	c	estradiol	D004958
16935538	c	estradiol	D004958
22174920	d	Abeta 's toxicity	D064420
22174920	c	AG18051	C004479
22174920	d	Abeta toxicity	D064420
22174920	d	impairment of mitochondrial respiration	D028361
22174920	d	toxicity of Abeta	D064420
22174920	c	amylin	D058228
24010870	d	FTD	D057180
23684651	d	Retinal degenerations	D012162
23684651	d	loss of vision	D014786
19274853	d	loss of vision	D014786
25773481	c	N-methyl-D-aspartate	None
21597461	c	N-methyl-D-aspartate	None
18697612	d	amylotrophic lateral sclerosis	D016472
23985544	c	melatonin	D008550
23985544	d	neurogenesis and neurodegeneration	D001750
23985544	d	impairs neurogenesis	D001750
23985544	d	Neurogenesis declines	D001750
23985544	d	neurogenesis decreases	D001750
23985544	d	impaired neurogenesis	D001750
23985544	d	neurodegeneration and the impairment of neurogenesis	D001750
22450329	d	MD	D009436
19017362	c	lipofuscin	D008062
19274853	c	lipofuscin	D008062
22395138	c	lipofuscin	D008062
19017362	c	LAMP-2	D052119
18514411	c	Acetaminophen	D000082
24920225	d	excessive loss of body proteins	D006970
24920225	d	food deprivation	D012892
24920225	d	liver impairments	D017093
21988495	d	cytoskeleton dysregulation	D021081
19274853	d	AMD disease	D006009
